ts,phase56_phase42_core,phase56_profit_lock_light,phase56_profit_lock_medium,phase56_profit_lock_strict
2020-08-22,4.346486347877855,4.346486347877855,4.346486347877855,4.2681788355992865
2020-08-23,4.3707878945434775,4.3707878945434775,4.3707878945434775,4.292042558811296
2020-08-24,4.092327708082299,4.092327708082299,4.092327708082299,4.018599188860089
2020-08-25,4.131757923094617,4.131757923094617,4.131757923094617,4.057319018103514
2020-08-26,4.0921610082982465,4.0921610082982465,4.0921610082982465,4.018435492385915
2020-08-27,4.074289666695071,4.074289666695071,4.074289666695071,4.0008861258656045
2020-08-28,4.098570519241139,4.098570519241139,4.098570519241139,4.024729527789099
2020-08-29,4.40998579837776,4.40998579837776,4.40998579837776,4.330534262259768
2020-08-30,4.459849255089963,4.459849255089963,4.459849255089963,4.379499365005979
2020-08-31,4.887646870305374,4.887646870305374,4.887646870305374,4.799589658876052
2020-09-01,4.518554479384123,4.518554479384123,4.518554479384123,4.437146939579353
2020-09-02,3.9212211113472226,3.9212211113472226,3.9212211113472226,4.430491219169984
2020-09-03,4.02754823206042,4.02754823206042,4.02754823206042,4.557273352621778
2020-09-04,3.9197639665340533,3.9197639665340533,3.9197639665340533,4.4353127123480975
2020-09-05,3.954274517425687,3.954274517425687,3.954274517425687,4.474362279206365
2020-09-06,3.9994763606447137,3.9994763606447137,3.9994763606447137,4.525509315497988
2020-09-07,3.9043265577785946,3.9043265577785946,3.9043265577785946,4.417844891355973
2020-09-08,3.940009179664649,3.940009179664649,3.940009179664649,4.458220686381475
2020-09-09,3.9853768092414392,3.9853768092414392,3.9853768092414392,4.5095553141572795
2020-09-10,4.005047553364902,4.005047553364902,4.005047553364902,4.531813261885006
2020-09-11,4.025493252323491,4.025493252323491,4.025493252323491,4.554948090736463
2020-09-12,3.9838191885778014,3.9838191885778014,3.9838191885778014,4.507792826724508
2020-09-13,4.114497393462288,4.114497393462288,4.114497393462288,4.65565854218581
2020-09-14,4.158272702905211,4.158272702905211,4.158272702905211,4.705191419194945
2020-09-15,4.223314932102157,4.223314932102157,4.223314932102157,4.778788357291132
2020-09-16,4.217909525739731,4.217909525739731,4.217909525739731,4.772672002388296
2020-09-17,4.215364897922897,4.215364897922897,4.215364897922897,4.769792691235748
2020-09-18,4.272140942211825,4.272140942211825,4.272140942211825,4.834036230678809
2020-09-19,4.21031034175946,4.21031034175946,4.21031034175946,4.76407333226455
2020-09-20,4.016355725163042,4.016355725163042,4.016355725163042,4.544608746143222
2020-09-21,4.0596876524863665,4.0596876524863665,4.0596876524863665,4.59363992499699
2020-09-22,3.9485915153014233,3.9485915153014233,3.9485915153014233,4.467931817632341
2020-09-23,4.139384624610259,4.139384624610259,4.139384624610259,4.68381907777626
2020-09-24,4.120242083533624,4.120242083533624,4.120242083533624,4.66215880524232
2020-09-25,4.136408181163902,4.136408181163902,4.136408181163902,4.68045115624631
2020-09-26,4.154008523563668,4.154008523563668,4.154008523563668,4.7003663917181
2020-09-27,4.123885527907727,4.123885527907727,4.123885527907727,4.666281455301649
2020-09-28,4.179543478155925,4.179543478155925,4.179543478155925,4.729259842874652
2020-09-29,4.154910709789637,4.154910709789637,4.154910709789637,4.701387238399457
2020-09-30,4.094202058874693,4.094202058874693,4.094202058874693,4.632693854447911
2020-10-01,4.075414223493738,4.075414223493738,4.075414223493738,4.611434940438266
2020-10-02,4.064487745868122,4.064487745868122,4.064487745868122,4.599071352852931
2020-10-03,4.112515668162511,4.112515668162511,4.112515668162511,4.653416169560946
2020-10-04,4.16093299562281,4.16093299562281,4.16093299562281,4.708201608127153
2020-10-05,4.154691596129376,4.154691596129376,4.154691596129376,4.701139305714962
2020-10-06,4.154691596129376,4.154691596129376,4.154691596129376,4.701139305714962
2020-10-07,4.154691596129376,4.154691596129376,4.154691596129376,4.701139305714962
2020-10-08,4.154691596129376,4.154691596129376,4.154691596129376,4.701139305714962
2020-10-09,4.154691596129376,4.154691596129376,4.154691596129376,4.701139305714962
2020-10-10,4.154691596129376,4.154691596129376,4.154691596129376,4.701139305714962
2020-10-11,4.457682760424168,4.457682760424168,4.457682760424168,5.0439815212665575
2020-10-12,4.468634154435318,4.468634154435318,4.468634154435318,5.056373302376412
2020-10-13,4.484981255190341,4.484981255190341,4.484981255190341,5.0748704630237915
2020-10-14,4.555896258109818,4.555896258109818,4.555896258109818,5.155112594088401
2020-10-15,4.370609724640964,4.370609724640964,4.370609724640964,4.945456164686613
2020-10-16,4.398213636769997,4.398213636769997,4.398213636769997,4.976690693964837
2020-10-17,4.458991691979286,4.458991691979286,4.458991691979286,5.045462610642237
2020-10-18,4.350117673961401,4.350117673961401,4.350117673961401,4.922268887682913
2020-10-19,4.191882392631643,4.191882392631643,4.191882392631643,4.743221638711843
2020-10-20,4.427962311238312,4.427962311238312,4.427962311238312,5.010352076428511
2020-10-21,4.549708422306804,4.549708422306804,4.549708422306804,5.1481109003554755
2020-10-22,4.482537194482672,4.482537194482672,4.482537194482672,5.07210494611537
2020-10-23,4.515736304011362,4.515736304011362,4.515736304011362,5.109670583686511
2020-10-24,4.446927588552559,4.446927588552559,4.446927588552559,5.0318117705027605
2020-10-25,4.300763852211724,4.300763852211724,4.300763852211724,4.866423781988231
2020-10-26,4.348244885233196,4.348244885233196,4.348244885233196,4.920149779561949
2020-10-27,4.217289438756459,4.217289438756459,4.217289438756459,4.771970358181361
2020-10-28,4.277466494382446,4.277466494382446,4.277466494382446,4.840062228530795
2020-10-29,4.3106544743473325,4.3106544743473325,4.3106544743473325,4.877615272717171
2020-10-30,4.3840558591547305,4.3840558591547305,4.3840558591547305,4.960670808183015
2020-10-31,4.374678029566951,4.374678029566951,4.374678029566951,4.950059555275946
2020-11-01,4.307243487517608,4.307243487517608,4.307243487517608,4.873755654286906
2020-11-02,4.457975408783419,4.457975408783419,4.457975408783419,5.044312660334912
2020-11-03,4.496275100604966,4.496275100604966,4.496275100604966,5.0876497366143605
2020-11-04,4.9559508755956365,4.9559508755956365,4.9559508755956365,5.60778457783985
2020-11-05,4.952740161058803,4.952740161058803,4.952740161058803,5.60415157260726
2020-11-06,4.7106268535793285,4.7106268535793285,4.7106268535793285,5.3301942017909045
2020-11-07,4.919418666231988,4.919418666231988,4.919418666231988,5.566447452955766
2020-11-08,4.872787011241095,4.872787011241095,4.872787011241095,5.513682548246002
2020-11-09,4.862868764355037,4.862868764355037,4.862868764355037,5.502459799408694
2020-11-10,4.985902709621418,4.985902709621418,4.985902709621418,5.641675840514566
2020-11-11,5.179060567727401,5.179060567727401,5.179060567727401,5.8602388741211335
2020-11-12,5.188228588246436,5.188228588246436,5.188228588246436,5.870612722725875
2020-11-13,5.108675983014511,5.108675983014511,5.108675983014511,5.78059692475997
2020-11-14,5.072611075667611,5.072611075667611,5.072611075667611,5.739788564003798
2020-11-15,5.3131190258786685,5.3131190258786685,5.3131190258786685,6.011929432203858
2020-11-16,5.613784958164009,5.613784958164009,5.613784958164009,6.352140588544049
2020-11-17,5.650895731929342,5.650895731929342,5.650895731929342,6.394132373776975
2020-11-18,5.659383462437604,5.659383462437604,5.659383462437604,6.403736456916594
2020-11-19,5.930498105282945,5.930498105282945,5.930498105282945,6.7105095769774215
2020-11-20,8.30209101324108,8.30209101324108,8.30209101324108,9.394027325236697
2020-11-21,8.392618901478974,8.392618901478974,8.392618901478974,9.49646193531823
2020-11-22,9.120190009574621,9.120190009574621,9.120190009574621,10.319727165680355
2020-11-23,9.066090489487593,9.066090489487593,9.066090489487593,10.258512181507188
2020-11-24,8.5345364791034,8.5345364791034,8.5345364791034,9.657045287151997
2020-11-25,7.790181032365796,7.790181032365796,7.790181032365796,8.814788150342798
2020-11-26,7.778495760817248,7.778495760817248,7.778495760817248,8.801565968117284
2020-11-27,8.030201463157885,8.030201463157885,8.030201463157885,9.086377377909663
2020-11-28,8.240991504189457,8.240991504189457,8.240991504189457,9.324891675353543
2020-11-29,8.925685267774135,8.925685267774135,8.925685267774135,10.099640098886255
2020-11-30,8.503819685160947,8.503819685160947,8.503819685160947,9.62228845285822
2020-12-01,8.70282263205477,8.70282263205477,8.70282263205477,9.847465353224841
2020-12-02,8.801528782540831,8.801528782540831,8.801528782540831,9.959153875231658
2020-12-03,8.45195828365677,8.45195828365677,8.45195828365677,9.56360595683664
2020-12-04,8.677249939928934,8.677249939928934,8.677249939928934,9.818529201088367
2020-12-05,8.773205315274044,8.773205315274044,8.773205315274044,9.92710515099757
2020-12-06,8.685969036092342,8.685969036092342,8.685969036092342,9.828395080356588
2020-12-07,8.304037276447941,8.304037276447941,8.304037276447941,9.396229571600673
2020-12-08,8.40245339462919,8.40245339462919,8.40245339462919,9.507589914671332
2020-12-09,8.2725506443568,8.2725506443568,8.2725506443568,9.360601645844124
2020-12-10,8.17371307298262,8.17371307298262,8.17371307298262,9.248764417756858
2020-12-11,8.52363704873817,8.52363704873817,8.52363704873817,9.644712304230316
2020-12-12,8.689635225695355,8.689635225695355,8.689635225695355,9.832543467221445
2020-12-13,8.734114398691116,8.734114398691116,8.734114398691116,9.882872783758652
2020-12-14,8.72101322709308,8.72101322709308,8.72101322709308,9.868048474583015
2020-12-15,9.564970244014528,9.564970244014528,9.564970244014528,10.823007323581495
2020-12-16,10.220241036920507,10.220241036920507,10.220241036920507,11.564462906779825
2020-12-17,10.359320877430633,10.359320877430633,10.359320877430633,11.72183528682937
2020-12-18,10.679514294215416,10.679514294215416,10.679514294215416,12.084142288985792
2020-12-19,10.51539174380974,10.51539174380974,10.51539174380974,11.898433445184939
2020-12-20,10.185519270336005,10.185519270336005,10.185519270336005,11.525174343988224
2020-12-21,10.674663558070232,10.674663558070232,10.674663558070232,12.078653557553832
2020-12-22,10.415525756406728,10.415525756406728,10.415525756406728,11.78543253818098
2020-12-23,10.638085779688963,10.638085779688963,10.638085779688963,12.037264870166272
2020-12-24,11.078897547662377,11.078897547662377,11.078897547662377,12.536054607236563
2020-12-25,11.877305404933741,11.877305404933741,11.877305404933741,13.439473422560152
2020-12-26,11.782384299201837,11.782384299201837,11.782384299201837,13.33206777504737
2020-12-27,12.140025219702606,12.140025219702606,12.140025219702606,13.736747580947911
2020-12-28,12.277024892401862,12.277024892401862,12.277024892401862,13.89176619816527
2020-12-29,12.945251902922974,12.945251902922974,12.945251902922974,14.647882071417534
2020-12-30,12.966811228359367,12.966811228359367,12.966811228359367,14.67227699697787
2020-12-31,13.149749434588816,13.149749434588816,13.149749434588816,14.879276234327634
2021-01-01,14.425932386559126,14.425932386559126,14.425932386559126,16.323309731875387
2021-01-02,14.794319346375978,14.794319346375978,14.794319346375978,16.740148954820665
2021-01-03,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-04,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-05,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-06,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-07,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-08,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-09,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-10,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-11,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-12,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-13,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-14,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-15,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-16,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-17,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-18,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-19,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-20,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-21,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-22,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-23,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-24,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-25,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-26,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-27,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-28,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-29,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-30,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-01-31,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-01,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-02,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-03,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-04,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-05,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-06,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-07,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-08,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-09,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-10,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-11,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-12,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-13,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-14,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-15,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-16,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-17,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-18,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-19,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-20,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-21,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-22,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-23,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-24,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-25,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-26,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-27,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-02-28,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-01,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-02,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-03,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-04,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-05,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-06,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-07,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-08,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-09,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-10,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-11,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-12,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-13,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-14,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-15,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-16,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-17,14.772127867356415,14.772127867356415,14.772127867356415,16.715038731388436
2021-03-18,16.227459664915667,16.227459664915667,16.227459664915667,18.361783708256645
2021-03-19,16.203118475418293,16.203118475418293,16.203118475418293,18.334241032694262
2021-03-20,16.203118475418293,16.203118475418293,16.203118475418293,18.334241032694262
2021-03-21,16.203118475418293,16.203118475418293,16.203118475418293,18.334241032694262
2021-03-22,16.203118475418293,16.203118475418293,16.203118475418293,18.334241032694262
2021-03-23,15.571358875953589,15.571358875953589,15.571358875953589,17.619388963391888
2021-03-24,15.54800183763966,15.54800183763966,15.54800183763966,17.5929598799468
2021-03-25,16.655853804470194,16.655853804470194,16.655853804470194,18.84652258265925
2021-03-26,16.89545034635059,16.89545034635059,16.89545034635059,19.117632169131728
2021-03-27,16.883490951025347,16.883490951025347,16.883490951025347,19.104099808874604
2021-03-28,17.44584587410926,17.44584587410926,17.44584587410926,19.740418720038804
2021-03-29,17.782167922853247,17.782167922853247,17.782167922853247,20.120975679838644
2021-03-30,17.78034571177104,17.78034571177104,17.78034571177104,20.118913801611665
2021-03-31,17.774258558139287,17.774258558139287,17.774258558139287,20.112026032318557
2021-04-01,17.84374776048845,17.84374776048845,17.84374776048845,20.190654833741696
2021-04-02,17.269215503212322,17.269215503212322,17.269215503212322,19.540556958944386
2021-04-03,17.617333493131323,17.617333493131323,17.617333493131323,19.934461326469368
2021-04-04,17.898226423374727,17.898226423374727,17.898226423374727,20.25229882764393
2021-04-05,17.885553502698166,17.885553502698166,17.885553502698166,20.237959095287792
2021-04-06,16.626068305681144,16.626068305681144,16.626068305681144,18.812819532539248
2021-04-07,17.616704134637857,17.616704134637857,17.616704134637857,19.933749191312625
2021-04-08,17.501628137411412,17.501628137411412,17.501628137411412,19.803537770996954
2021-04-09,18.065746087023314,18.065746087023314,18.065746087023314,20.441851591558393
2021-04-10,18.217063825833954,18.217063825833954,18.217063825833954,20.61307146507135
2021-04-11,18.101310412876963,18.101310412876963,18.101310412876963,20.482093531611806
2021-04-12,19.46884341891602,19.46884341891602,19.46884341891602,22.029491940808324
2021-04-13,20.59851882656723,20.59851882656723,20.59851882656723,23.307748422361932
2021-04-14,21.288128040262713,21.288128040262713,21.288128040262713,24.088058802826108
2021-04-15,20.51443459901325,20.51443459901325,20.51443459901325,23.21260497837852
2021-04-16,19.624733713907837,19.624733713907837,19.624733713907837,22.20588577804243
2021-04-17,18.930721297963807,18.930721297963807,18.930721297963807,21.42059306214307
2021-04-18,18.699668756960836,18.699668756960836,18.699668756960836,21.159151230165378
2021-04-19,18.96583240873183,18.96583240873183,18.96583240873183,21.460322177789738
2021-04-20,18.079347385784253,18.079347385784253,18.079347385784253,20.45724180735044
2021-04-21,17.374604951820306,17.374604951820306,17.374604951820306,19.659807802910805
2021-04-22,17.184418912059407,17.184418912059407,17.184418912059407,19.444607457414357
2021-04-23,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-04-24,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-04-25,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-04-26,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-04-27,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-04-28,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-04-29,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-04-30,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-05-01,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-05-02,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-05-03,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-05-04,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-05-05,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-05-06,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-05-07,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-05-08,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-05-09,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-05-10,17.158642283691318,17.158642283691318,17.158642283691318,19.415440546228236
2021-05-11,15.001715105188426,15.001715105188426,15.001715105188426,16.97482253552642
2021-05-12,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-13,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-14,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-15,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-16,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-17,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-18,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-19,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-20,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-21,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-22,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-23,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-24,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-25,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-26,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-27,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-28,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-29,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-30,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-05-31,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-01,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-02,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-03,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-04,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-05,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-06,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-07,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-08,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-09,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-10,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-11,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-12,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-13,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-14,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-15,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-16,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-17,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-18,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-19,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-20,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-21,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-22,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-23,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-24,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-25,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-26,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-27,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-28,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-29,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-06-30,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-01,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-02,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-03,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-04,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-05,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-06,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-07,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-08,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-09,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-10,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-11,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-12,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-13,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-14,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-15,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-16,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-17,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-18,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-19,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-20,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-21,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-22,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-23,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-24,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-25,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-26,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-27,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-28,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-29,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-30,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-07-31,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-08-01,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-08-02,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-08-03,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-08-04,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-08-05,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-08-06,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-08-07,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-08-08,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-08-09,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-08-10,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-08-11,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
2021-08-12,14.979212532530644,14.979212532530644,14.979212532530644,16.949360301723132
