ts,n_selected,selected,raw_strategy_ret,turnover,cost,strategy_ret,equity
2018-09-07,0,,0.0,0.0,0.0,0.0,1.0
2018-09-08,0,,0.0,0.0,0.0,0.0,1.0
2018-09-09,0,,0.0,0.0,0.0,0.0,1.0
2018-09-10,0,,0.0,0.0,0.0,0.0,1.0
2018-09-11,0,,0.0,0.0,0.0,0.0,1.0
2018-09-12,0,,0.0,0.0,0.0,0.0,1.0
2018-09-13,0,,0.0,0.0,0.0,0.0,1.0
2018-09-14,0,,0.0,0.0,0.0,0.0,1.0
2018-09-15,0,,0.0,0.0,0.0,0.0,1.0
2018-09-16,0,,0.0,0.0,0.0,0.0,1.0
2018-09-17,0,,0.0,0.0,0.0,0.0,1.0
2018-09-18,0,,0.0,0.0,0.0,0.0,1.0
2018-09-19,0,,0.0,0.0,0.0,0.0,1.0
2018-09-20,0,,0.0,0.0,0.0,0.0,1.0
2018-09-21,0,,0.0,0.0,0.0,0.0,1.0
2018-09-22,0,,0.0,0.0,0.0,0.0,1.0
2018-09-23,0,,0.0,0.0,0.0,0.0,1.0
2018-09-24,0,,0.0,0.0,0.0,0.0,1.0
2018-09-25,0,,0.0,0.0,0.0,0.0,1.0
2018-09-26,0,,0.0,0.0,0.0,0.0,1.0
2018-09-27,0,,0.0,0.0,0.0,0.0,1.0
2018-09-28,0,,0.0,0.0,0.0,0.0,1.0
2018-09-29,0,,0.0,0.0,0.0,0.0,1.0
2018-09-30,0,,0.0,0.0,0.0,0.0,1.0
2018-10-01,0,,0.0,0.0,0.0,0.0,1.0
2018-10-02,0,,0.0,0.0,0.0,0.0,1.0
2018-10-03,0,,0.0,0.0,0.0,0.0,1.0
2018-10-04,0,,0.0,0.0,0.0,0.0,1.0
2018-10-05,0,,0.0,0.0,0.0,0.0,1.0
2018-10-06,0,,0.0,0.0,0.0,0.0,1.0
2018-10-07,0,,0.0,0.0,0.0,0.0,1.0
2018-10-08,0,,0.0,0.0,0.0,0.0,1.0
2018-10-09,0,,0.0,0.0,0.0,0.0,1.0
2018-10-10,0,,0.0,0.0,0.0,0.0,1.0
2018-10-11,0,,0.0,0.0,0.0,0.0,1.0
2018-10-12,0,,0.0,0.0,0.0,0.0,1.0
2018-10-13,0,,0.0,0.0,0.0,0.0,1.0
2018-10-14,0,,0.0,0.0,0.0,0.0,1.0
2018-10-15,0,,0.0,0.0,0.0,0.0,1.0
2018-10-16,0,,0.0,0.0,0.0,0.0,1.0
2018-10-17,0,,0.0,0.0,0.0,0.0,1.0
2018-10-18,0,,0.0,0.0,0.0,0.0,1.0
2018-10-19,0,,0.0,0.0,0.0,0.0,1.0
2018-10-20,0,,0.0,0.0,0.0,0.0,1.0
2018-10-21,0,,0.0,0.0,0.0,0.0,1.0
2018-10-22,0,,0.0,0.0,0.0,0.0,1.0
2018-10-23,0,,0.0,0.0,0.0,0.0,1.0
2018-10-24,0,,0.0,0.0,0.0,0.0,1.0
2018-10-25,0,,0.0,0.0,0.0,0.0,1.0
2018-10-26,0,,0.0,0.0,0.0,0.0,1.0
2018-10-27,0,,0.0,0.0,0.0,0.0,1.0
2018-10-28,0,,0.0,0.0,0.0,0.0,1.0
2018-10-29,0,,0.0,0.0,0.0,0.0,1.0
2018-10-30,0,,0.0,0.0,0.0,0.0,1.0
2018-10-31,0,,0.0,0.0,0.0,0.0,1.0
2018-11-01,0,,0.0,0.0,0.0,0.0,1.0
2018-11-02,0,,0.0,0.0,0.0,0.0,1.0
2018-11-03,0,,0.0,0.0,0.0,0.0,1.0
2018-11-04,0,,0.0,0.0,0.0,0.0,1.0
2018-11-05,0,,0.0,0.0,0.0,0.0,1.0
2018-11-06,0,,0.0,0.0,0.0,0.0,1.0
2018-11-07,0,,0.0,0.0,0.0,0.0,1.0
2018-11-08,0,,0.0,0.0,0.0,0.0,1.0
2018-11-09,0,,0.0,0.0,0.0,0.0,1.0
2018-11-10,0,,0.0,0.0,0.0,0.0,1.0
2018-11-11,0,,0.0,0.0,0.0,0.0,1.0
2018-11-12,0,,0.0,0.0,0.0,0.0,1.0
2018-11-13,0,,0.0,0.0,0.0,0.0,1.0
2018-11-14,0,,0.0,0.0,0.0,0.0,1.0
2018-11-15,0,,0.0,0.0,0.0,0.0,1.0
2018-11-16,0,,0.0,0.0,0.0,0.0,1.0
2018-11-17,0,,0.0,0.0,0.0,0.0,1.0
2018-11-18,0,,0.0,0.0,0.0,0.0,1.0
2018-11-19,0,,0.0,0.0,0.0,0.0,1.0
2018-11-20,0,,0.0,0.0,0.0,0.0,1.0
2018-11-21,0,,0.0,0.0,0.0,0.0,1.0
2018-11-22,0,,0.0,0.0,0.0,0.0,1.0
2018-11-23,0,,0.0,0.0,0.0,0.0,1.0
2018-11-24,0,,0.0,0.0,0.0,0.0,1.0
2018-11-25,0,,0.0,0.0,0.0,0.0,1.0
2018-11-26,0,,0.0,0.0,0.0,0.0,1.0
2018-11-27,0,,0.0,0.0,0.0,0.0,1.0
2018-11-28,0,,0.0,0.0,0.0,0.0,1.0
2018-11-29,0,,0.0,0.0,0.0,0.0,1.0
2018-11-30,0,,0.0,0.0,0.0,0.0,1.0
2018-12-01,0,,0.0,0.0,0.0,0.0,1.0
2018-12-02,0,,0.0,0.0,0.0,0.0,1.0
2018-12-03,0,,0.0,0.0,0.0,0.0,1.0
2018-12-04,0,,0.0,0.0,0.0,0.0,1.0
2018-12-05,0,,0.0,0.0,0.0,0.0,1.0
2018-12-06,0,,0.0,0.0,0.0,0.0,1.0
2018-12-07,0,,0.0,0.0,0.0,0.0,1.0
2018-12-08,0,,0.0,0.0,0.0,0.0,1.0
2018-12-09,0,,0.0,0.0,0.0,0.0,1.0
2018-12-10,0,,0.0,0.0,0.0,0.0,1.0
2018-12-11,0,,0.0,0.0,0.0,0.0,1.0
2018-12-12,0,,0.0,0.0,0.0,0.0,1.0
2018-12-13,0,,0.0,0.0,0.0,0.0,1.0
2018-12-14,0,,0.0,0.0,0.0,0.0,1.0
2018-12-15,0,,0.0,0.0,0.0,0.0,1.0
2018-12-16,0,,0.0,0.0,0.0,0.0,1.0
2018-12-17,0,,0.0,0.0,0.0,0.0,1.0
2018-12-18,0,,0.0,0.0,0.0,0.0,1.0
2018-12-19,0,,0.0,0.0,0.0,0.0,1.0
2018-12-20,0,,0.0,0.0,0.0,0.0,1.0
2018-12-21,0,,0.0,0.0,0.0,0.0,1.0
2018-12-22,0,,0.0,0.0,0.0,0.0,1.0
2018-12-23,0,,0.0,0.0,0.0,0.0,1.0
2018-12-24,0,,0.0,0.0,0.0,0.0,1.0
2018-12-25,0,,0.0,0.0,0.0,0.0,1.0
2018-12-26,0,,0.0,0.0,0.0,0.0,1.0
2018-12-27,0,,0.0,0.0,0.0,0.0,1.0
2018-12-28,0,,0.0,0.0,0.0,0.0,1.0
2018-12-29,0,,0.0,0.0,0.0,0.0,1.0
2018-12-30,0,,0.0,0.0,0.0,0.0,1.0
2018-12-31,0,,0.0,0.0,0.0,0.0,1.0
2019-01-01,0,,0.0,0.0,0.0,0.0,1.0
2019-01-02,0,,0.0,0.0,0.0,0.0,1.0
2019-01-03,0,,0.0,0.0,0.0,0.0,1.0
2019-01-04,0,,0.0,0.0,0.0,0.0,1.0
2019-01-05,0,,0.0,0.0,0.0,0.0,1.0
2019-01-06,0,,0.0,0.0,0.0,0.0,1.0
2019-01-07,0,,0.0,0.0,0.0,0.0,1.0
2019-01-08,0,,0.0,0.0,0.0,0.0,1.0
2019-01-09,0,,0.0,0.0,0.0,0.0,1.0
2019-01-10,0,,0.0,0.0,0.0,0.0,1.0
2019-01-11,0,,0.0,0.0,0.0,0.0,1.0
2019-01-12,0,,0.0,0.0,0.0,0.0,1.0
2019-01-13,0,,0.0,0.0,0.0,0.0,1.0
2019-01-14,0,,0.0,0.0,0.0,0.0,1.0
2019-01-15,0,,0.0,0.0,0.0,0.0,1.0
2019-01-16,0,,0.0,0.0,0.0,0.0,1.0
2019-01-17,0,,0.0,0.0,0.0,0.0,1.0
2019-01-18,0,,0.0,0.0,0.0,0.0,1.0
2019-01-19,0,,0.0,0.0,0.0,0.0,1.0
2019-01-20,0,,0.0,0.0,0.0,0.0,1.0
2019-01-21,0,,0.0,0.0,0.0,0.0,1.0
2019-01-22,0,,0.0,0.0,0.0,0.0,1.0
2019-01-23,0,,0.0,0.0,0.0,0.0,1.0
2019-01-24,0,,0.0,0.0,0.0,0.0,1.0
2019-01-25,0,,0.0,0.0,0.0,0.0,1.0
2019-01-26,0,,0.0,0.0,0.0,0.0,1.0
2019-01-27,0,,0.0,0.0,0.0,0.0,1.0
2019-01-28,0,,0.0,0.0,0.0,0.0,1.0
2019-01-29,0,,0.0,0.0,0.0,0.0,1.0
2019-01-30,0,,0.0,0.0,0.0,0.0,1.0
2019-01-31,0,,0.0,0.0,0.0,0.0,1.0
2019-02-01,0,,0.0,0.0,0.0,0.0,1.0
2019-02-02,0,,0.0,0.0,0.0,0.0,1.0
2019-02-03,0,,0.0,0.0,0.0,0.0,1.0
2019-02-04,0,,0.0,0.0,0.0,0.0,1.0
2019-02-05,0,,0.0,0.0,0.0,0.0,1.0
2019-02-06,0,,0.0,0.0,0.0,0.0,1.0
2019-02-07,0,,0.0,0.0,0.0,0.0,1.0
2019-02-08,0,,0.0,0.0,0.0,0.0,1.0
2019-02-09,0,,0.0,0.0,0.0,0.0,1.0
2019-02-10,0,,0.0,0.0,0.0,0.0,1.0
2019-02-11,0,,0.0,0.0,0.0,0.0,1.0
2019-02-12,0,,0.0,0.0,0.0,0.0,1.0
2019-02-13,0,,0.0,0.0,0.0,0.0,1.0
2019-02-14,0,,0.0,0.0,0.0,0.0,1.0
2019-02-15,0,,0.0,0.0,0.0,0.0,1.0
2019-02-16,0,,0.0,0.0,0.0,0.0,1.0
2019-02-17,0,,0.0,0.0,0.0,0.0,1.0
2019-02-18,0,,0.0,0.0,0.0,0.0,1.0
2019-02-19,0,,0.0,0.0,0.0,0.0,1.0
2019-02-20,0,,0.0,0.0,0.0,0.0,1.0
2019-02-21,0,,0.0,0.0,0.0,0.0,1.0
2019-02-22,0,,0.0,0.0,0.0,0.0,1.0
2019-02-23,0,,0.0,0.0,0.0,0.0,1.0
2019-02-24,0,,0.0,0.0,0.0,0.0,1.0
2019-02-25,0,,0.0,0.0,0.0,0.0,1.0
2019-02-26,0,,0.0,0.0,0.0,0.0,1.0
2019-02-27,0,,0.0,0.0,0.0,0.0,1.0
2019-02-28,0,,0.0,0.0,0.0,0.0,1.0
2019-03-01,0,,0.0,0.0,0.0,0.0,1.0
2019-03-02,1,BNBUSDT,-0.025985403943316943,1.0,0.001,-0.026985403943316943,0.9730145960566831
2019-03-03,1,BNBUSDT,-0.004410056675777874,0.0,0.0,-0.004410056675777874,0.968723546541714
2019-03-04,1,BNBUSDT,0.19492833710506452,0.0,0.0,0.19492833710506452,1.157555216583611
2019-03-05,1,BNBUSDT,0.06654236616285814,0.0,0.0,0.06654236616285814,1.2345816796592441
2019-03-06,1,BNBUSDT,0.03927209657659625,0.0,0.0,0.03927209657659625,1.2830662906145185
2019-03-07,1,BNBUSDT,-0.053437086092715136,0.0,0.0,-0.053437086092715136,1.2145029667802898
2019-03-08,0,,0.0,1.0,0.001,-0.001,1.2132884638135095
2019-03-09,0,,0.0,0.0,0.0,0.0,1.2132884638135095
2019-03-10,0,,0.0,0.0,0.0,0.0,1.2132884638135095
2019-03-11,1,BNBUSDT,0.06375613106429023,1.0,0.001,0.06275613106429023,1.2894297536673816
2019-03-12,1,BNBUSDT,-0.020145695968904254,0.0,0.0,-0.020145695968904254,1.2634532938767393
2019-03-13,1,BNBUSDT,-0.008938792896887704,0.0,0.0,-0.008938792896887704,1.2521595465478845
2019-03-14,1,BNBUSDT,0.0035661278299004007,0.0,0.0,0.0035661278299004007,1.2566249075543043
2019-03-15,1,BNBUSDT,0.06797071577707592,0.0,0.0,0.06797071577707592,1.3420386019840722
2019-03-16,1,BNBUSDT,-0.02441271014919577,0.0,0.0,-0.02441271014919577,1.3092758025848032
2019-03-17,1,BNBUSDT,-0.001958983383967161,0.0,0.0,-0.001958983383967161,1.3067109530425094
2019-03-18,1,BNBUSDT,-0.0027994439725075315,0.0,0.0,-0.0027994439725075315,1.303052888941205
2019-03-19,1,BNBUSDT,-0.02365233328815841,0.0,0.0,-0.02365233328815841,1.27223264771987
2019-03-20,1,BNBUSDT,-0.051405266775950476,0.0,0.0,-0.051405266775950476,1.2068331890627562
2019-03-21,1,BNBUSDT,0.0556821428322567,0.0,0.0,0.0556821428322567,1.2740322470708565
2019-03-22,1,BNBUSDT,-0.0006930601576217166,0.0,0.0,-0.0006930601576217166,1.2731492660808865
2019-03-23,1,BNBUSDT,0.13011486357061242,0.0,0.0,0.13011486357061242,1.4388049091420263
2019-03-24,1,BNBUSDT,-0.02025178846963105,0.0,0.0,-0.02025178846963105,1.4096665364730152
2019-03-25,1,BNBUSDT,-0.033603569745452866,0.0,0.0,-0.033603569745452866,1.3622967086968132
2019-03-26,1,BNBUSDT,0.024704008691465384,0.0,0.0,0.024704008691465384,1.395950898428814
2019-03-27,1,BNBUSDT,0.004006024096385508,0.0,0.0,0.004006024096385508,1.401543111365291
2019-03-28,1,BNBUSDT,-0.011472114721147175,0.0,0.0,-0.011472114721147175,1.3854644480050748
2019-03-29,1,BNBUSDT,0.02982039780762702,0.0,0.0,0.02982039780762702,1.4267795489929105
2019-03-30,1,BNBUSDT,0.03365435620572188,0.0,0.0,0.03365435620572188,1.474796896161757
2019-03-31,1,BNBUSDT,0.020025545114496834,0.0,0.0,0.020025545114496834,1.5043305079405642
2019-04-01,1,BNBUSDT,0.10211417199588557,0.0,0.0,0.10211417199588557,1.6579439721670648
2019-04-02,1,BNBUSDT,-0.0591717176840556,0.0,0.0,-0.0591717176840556,1.5598405795100134
2019-04-03,1,BNBUSDT,0.023888209004307548,0.0,0.0,0.023888209004307548,1.5971023772867488
2019-04-04,1,BNBUSDT,0.01967670598146576,0.0,0.0,0.01967670598146576,1.6285280911869202
2019-04-05,1,BNBUSDT,-0.015036895129016736,0.0,0.0,-0.015036895129016736,1.6040400850650847
2019-04-06,1,BNBUSDT,-0.006406458884898658,0.0,0.0,-0.006406458884898658,1.5937638682103858
2019-04-07,1,BNBUSDT,-0.05142383774001058,0.0,0.0,-0.05142383774001058,1.5118064136556433
2019-04-08,2,"BNBUSDT,ETHUSDT",-0.0026070265684619565,1.0,0.001,-0.0036070265684619565,1.5063532877552164
2019-04-09,2,"BNBUSDT,ETHUSDT",0.005620726909366325,0.0,0.0,0.005620726909366325,1.5148200882147147
2019-04-10,2,"BNBUSDT,ETHUSDT",-0.055603137034659855,0.0,0.0,-0.055603137034659855,1.4305913392668563
2019-04-11,2,"BNBUSDT,ETHUSDT",0.019470819582591226,0.0,0.0,0.019470819582591226,1.4584461251301388
2019-04-12,2,"BNBUSDT,ETHUSDT",0.006963594765599768,0.0,0.0,0.006963594765599768,1.4686021529330042
2019-04-13,2,"BNBUSDT,ETHUSDT",0.03384127373729251,0.0,0.0,0.03384127373729251,1.5183015204015873
2019-04-14,2,"BNBUSDT,ETHUSDT",-0.024861350702651386,0.0,0.0,-0.024861350702651386,1.4805544938305146
2019-04-15,2,"BNBUSDT,ETHUSDT",0.026653900890123428,0.0,0.0,0.026653900890123428,1.5200170465715
2019-04-16,3,"BNBUSDT,BTCUSDT,ETHUSDT",6.115493042394948e-05,0.6666666666666667,0.0006666666666666668,-0.0006055117362427173,1.519096658410512
2019-04-17,3,"BNBUSDT,BTCUSDT,ETHUSDT",0.05985651126647543,0.0,0.0,0.05985651126647543,1.610024484659526
2019-04-18,3,"BNBUSDT,BTCUSDT,ETHUSDT",0.03569349145950244,0.0,0.0,0.03569349145950244,1.6674918798523106
2019-04-19,3,"BNBUSDT,BTCUSDT,ETHUSDT",0.010371226583193893,0.0,0.0,0.010371226583193893,1.6847858159638949
2019-04-20,3,"BNBUSDT,BTCUSDT,ETHUSDT",-0.022418449667017816,0.0,0.0,-0.022418449667017816,1.6470155299490028
2019-04-21,3,"BNBUSDT,BTCUSDT,ETHUSDT",0.007444770690951841,0.0,0.0,0.007444770690951841,1.65927718289391
2019-04-22,3,"BNBUSDT,BTCUSDT,ETHUSDT",-0.011748755369494119,0.0,0.0,-0.011748755369494119,1.639782741181906
2019-04-23,3,"BNBUSDT,BTCUSDT,ETHUSDT",-0.0071096216577390585,0.0,0.0,-0.0071096216577390585,1.6281245062912122
2019-04-24,3,"BNBUSDT,BTCUSDT,ETHUSDT",-0.03938377763929468,0.0,0.0,-0.03938377763929468,1.5640028127663526
2019-04-25,3,"BNBUSDT,BTCUSDT,ETHUSDT",0.021411978449433246,0.0,0.0,0.021411978449433246,1.5974912072881589
2019-04-26,3,"BNBUSDT,BTCUSDT,ETHUSDT",-0.007293379292175365,0.0,0.0,-0.007293379292175365,1.5858400979974911
2019-04-27,3,"BNBUSDT,BTCUSDT,ETHUSDT",0.006459842869728708,0.0,0.0,0.006459842869728708,1.59608437584707
2019-04-28,3,"BNBUSDT,BTCUSDT,ETHUSDT",-0.029599667802022347,0.0,0.0,-0.029599667802022347,1.5488408085379985
2019-04-29,3,"BNBUSDT,BTCUSDT,ETHUSDT",0.025242111956609005,0.0,0.0,0.025242111956609005,1.5879368216300795
2019-04-30,3,"BNBUSDT,BTCUSDT,ETHUSDT",-0.0018939565915235454,0.0,0.0,-0.0018939565915235454,1.5849293382198302
2019-05-01,3,"BNBUSDT,BTCUSDT,ETHUSDT",0.036638039827697165,0.0,0.0,0.036638039827697165,1.6429980424376138
2019-05-02,3,"BNBUSDT,BTCUSDT,ETHUSDT",0.03103171067766719,0.0,0.0,0.03103171067766719,1.6939830823345114
2019-05-03,3,"BNBUSDT,BTCUSDT,ETHUSDT",-0.01677812807323812,0.0,0.0,-0.01677812807323812,1.6655612172252043
2019-05-04,3,"BNBUSDT,BTCUSDT,ETHUSDT",-0.0031069432358044415,0.0,0.0,-0.0031069432358044415,1.6603864130675283
2019-05-05,3,"BNBUSDT,BTCUSDT,ETHUSDT",0.007300957116742019,0.0,0.0,0.007300957116742019,1.6725088230665552
2019-05-06,3,"BNBUSDT,BTCUSDT,ETHUSDT",-0.024618396392600363,0.0,0.0,-0.024618396392600363,1.6313343378901812
2019-05-07,3,"BTCUSDT,BNBUSDT,ETHUSDT",0.011441299938600435,0.0,0.0,0.011441299938600435,1.6499989233501209
2019-05-08,3,"BTCUSDT,BNBUSDT,ETHUSDT",-0.017040089446273072,0.0,0.0,-0.017040089446273072,1.6218827941099805
2019-05-09,3,"BTCUSDT,BNBUSDT,ETHUSDT",0.026495019282134786,0.0,0.0,0.026495019282134786,1.664854610013287
2019-05-10,3,"BTCUSDT,BNBUSDT,ETHUSDT",0.09030252869115303,0.0,0.0,0.09030252869115303,1.8151951912006101
2019-05-11,3,"BTCUSDT,BNBUSDT,ETHUSDT",-0.007391293652878346,0.0,0.0,-0.007391293652878346,1.8017785505051538
2019-05-12,3,"BTCUSDT,BNBUSDT,ETHUSDT",0.09501188472481108,0.0,0.0,0.09501188472481108,1.9729689264453867
2019-05-13,2,"BTCUSDT,ETHUSDT",0.06255830667660545,0.6666666666666667,0.0006666666666666668,0.06189164000993878,2.09507920899174
2019-05-14,2,"BTCUSDT,ETHUSDT",0.08723004618750951,0.0,0.0,0.08723004618750951,2.2778330651585805
2019-05-15,2,"BTCUSDT,ETHUSDT",0.013986477081804727,0.0,0.0,0.013986477081804727,2.3096919251205983
2019-05-16,2,"BTCUSDT,ETHUSDT",-0.07024844924476431,0.0,0.0,-0.07024844924476431,2.1474396491477217
2019-05-17,1,BTCUSDT,-0.013297966353330914,1.0,0.001,-0.014297966353330915,2.116735629298399
2019-05-18,1,BTCUSDT,0.12277452824339119,0.0,0.0,0.12277452824339119,2.3766168476014875
2019-05-19,1,BTCUSDT,-0.025812176013195076,0.0,0.0,-0.025812176013195076,2.315271195215273
2019-05-20,1,BTCUSDT,-0.004192412589835159,0.0,0.0,-0.004192412589835159,2.3055646231075695
2019-05-21,1,BTCUSDT,-0.03497084708540421,0.0,0.0,-0.03497084708540421,2.224937075227357
