ts,full12,without_BNBUSDT,without_DOGEUSDT,without_BNBUSDT_and_DOGEUSDT
2020-06-19,2.3236276408642187,2.6081800334801075,2.3236276408642187,2.6081800334801075
2020-06-20,2.3262425217242835,2.611115133721303,2.3262425217242835,2.611115133721303
2020-06-21,2.4947632477910315,2.800272976925212,2.4947632477910315,2.800272976925212
2020-06-22,2.491021102919345,2.796072567459824,2.491021102919345,2.796072567459824
2020-06-23,2.491021102919345,2.796072567459824,2.491021102919345,2.796072567459824
2020-06-24,2.4651969086591503,2.7670859317934053,2.4651969086591503,2.7670859317934053
2020-06-25,2.4348723359332785,2.7330477994711293,2.4348723359332785,2.7330477994711293
2020-06-26,2.342626258060872,2.6295052291201504,2.342626258060872,2.6295052291201504
2020-06-27,2.3849322179127004,2.676991994143186,2.3849322179127004,2.676991994143186
2020-06-28,2.4167412102824954,2.7126963287469716,2.4167412102824954,2.7126963287469716
2020-06-29,2.3920362262086208,2.6849659622046977,2.3920362262086208,2.6849659622046977
2020-06-30,2.449186382499687,2.7491147500428332,2.449186382499687,2.7491147500428332
2020-07-01,2.4901804246724812,2.7951289394105223,2.4901804246724812,2.7951289394105223
2020-07-02,2.4545367470378867,2.755120322413793,2.4545367470378867,2.755120322413793
2020-07-03,2.500764573489741,2.807009227427019,2.500764573489741,2.807009227427019
2020-07-04,2.461281547754768,2.762691094189011,2.461281547754768,2.762691094189011
2020-07-05,2.62921980663546,2.951195141036692,2.62921980663546,2.951195141036692
2020-07-06,2.7993856958641787,3.1421996147572155,2.7993856958641787,3.1421996147572155
2020-07-07,3.1778171851789647,3.5669739792521513,3.1778171851789647,3.5669739792521513
2020-07-08,2.97405390620562,3.3382577656779944,2.97405390620562,3.3382577656779944
2020-07-09,2.9562825883068724,3.318310164910557,2.9562825883068724,3.318310164910557
2020-07-10,2.930917816037142,3.2898392122397255,2.930917816037142,3.2898392122397255
2020-07-11,2.9750304634627605,3.3393539125368243,2.9750304634627605,3.3393539125368243
2020-07-12,2.934716405121015,3.2941029780986426,2.934716405121015,3.2941029780986426
2020-07-13,2.9462347075043707,3.3070318165095514,2.9462347075043707,3.3070318165095514
2020-07-14,2.923810778396348,3.2818618438585263,2.923810778396348,3.2818618438585263
2020-07-15,2.8620530720004815,3.212541263442588,2.8620530720004815,3.212541263442588
2020-07-16,2.8510249101440768,3.2001625883683134,2.8510249101440768,3.2001625883683134
2020-07-17,2.887785449665426,3.2414248386158957,2.887785449665426,3.2414248386158957
2020-07-18,2.9299375349832393,3.2887388855664565,2.9299375349832393,3.2887388855664565
2020-07-19,2.891951644144512,3.246101226977288,2.891951644144512,3.246101226977288
2020-07-20,3.009340300349353,3.377865346101234,3.009340300349353,3.377865346101234
2020-07-21,3.2317415644535137,3.627501960099106,3.2317415644535137,3.627501960099106
2020-07-22,3.3733921767424446,3.786499164386456,3.3733921767424446,3.786499164386456
2020-07-23,3.4205682024615083,3.8394523855375193,3.4205682024615083,3.8394523855375193
2020-07-24,3.7405074314289815,4.198571503525644,3.7405074314289815,4.198571503525644
2020-07-25,3.8108425970464954,4.277519942332684,3.8108425970464954,4.277519942332684
2020-07-26,3.944773496035943,4.427852074068042,3.944773496035943,4.427852074068042
2020-07-27,3.8815453680592227,4.356881003642201,3.8815453680592227,4.356881003642201
2020-07-28,3.893063670442579,4.36980984205311,3.893063670442579,4.36980984205311
2020-07-29,4.103333956504695,4.605829913469281,4.103333956504695,4.605829913469281
2020-07-30,4.2437592174762475,4.763451709415044,4.2437592174762475,4.763451709415044
2020-07-31,4.742109598254,5.322830281938099,4.742109598254,5.322830281938099
2020-08-01,4.563453376180245,5.12229574573485,4.563453376180245,5.12229574573485
2020-08-02,4.610956121520117,5.175615696725305,4.610956121520117,5.175615696725305
2020-08-03,4.6455112754372285,5.1627733098224216,4.6455112754372285,5.1627733098224216
2020-08-04,4.852123922259222,5.417840458316673,4.852123922259222,5.417840458316673
2020-08-05,4.742854812068095,5.425936144025925,4.742854812068095,5.425936144025925
2020-08-06,4.656039972374171,5.348332884375352,4.656039972374171,5.348332884375352
2020-08-07,4.77927784879847,5.425451786761268,4.77927784879847,5.425451786761268
2020-08-08,4.7325415338723165,5.388672925131712,4.7325415338723165,5.388672925131712
2020-08-09,4.7637021813083935,5.486116380927867,4.7637021813083935,5.486116380927867
2020-08-10,4.4803030530016015,5.255082578613219,4.4803030530016015,5.255082578613219
2020-08-11,4.534605014405263,5.334540234648476,4.534605014405263,5.334540234648476
2020-08-12,4.619173533589407,5.434027216808847,4.619173533589407,5.434027216808847
2020-08-13,4.611542878499114,5.425050462170553,4.611542878499114,5.425050462170553
2020-08-14,4.647563021181247,5.46742480343847,4.647563021181247,5.46742480343847
2020-08-15,4.670541252850885,5.494456551732612,4.670541252850885,5.494456551732612
2020-08-16,4.649998930498308,5.665194793987065,4.649998930498308,5.665194793987065
2020-08-17,4.5459799895732225,5.5101451141811415,4.5459799895732225,5.5101451141811415
2020-08-18,4.428345175102387,5.422305771004169,4.428345175102387,5.422305771004169
2020-08-19,4.5693921674869165,5.467955289966426,4.5693921674869165,5.467955289966426
2020-08-20,4.373466080128022,5.319322190685613,4.373466080128022,5.319322190685613
2020-08-21,4.41026491117638,5.380037527041841,4.41026491117638,5.380037527041841
2020-08-22,4.346486347877855,5.302234703202999,4.346486347877855,5.302234703202999
2020-08-23,4.3707878945434775,5.331879914014459,4.3707878945434775,5.331879914014459
2020-08-24,4.092327708082299,4.992189150960362,4.092327708082299,4.992189150960362
2020-08-25,4.131757923094617,5.040289671164491,4.131757923094617,5.040289671164491
2020-08-26,4.0921610082982465,4.991985795581033,4.0921610082982465,4.991985795581033
2020-08-27,4.074289666695071,5.14619852243072,4.074289666695071,5.14619852243072
2020-08-28,4.098570519241139,5.192306043803008,4.098570519241139,5.192306043803008
2020-08-29,4.40998579837776,5.586824920177755,4.207946597481199,5.586824920177755
2020-08-30,4.459849255089963,5.649994829402501,4.242901768734087,5.649994829402501
2020-08-31,4.887646870305374,6.1919535763801585,4.6498893493538,6.1919535763801585
2020-09-01,4.518554479384123,5.724366000881531,4.298751302147655,5.724366000881531
2020-09-02,3.9212211113472226,4.967629562539741,3.7304749639115253,4.967629562539741
2020-09-03,4.02754823206042,5.1023309050950285,3.8316298466743346,5.1023309050950285
2020-09-04,3.9197639665340533,4.965783567262949,3.7290887012933345,4.965783567262949
2020-09-05,3.954274517425687,5.009503527948846,3.761920500989476,5.009503527948846
2020-09-06,3.9994763606447137,5.066767835744786,3.8049235196061177,5.066767835744786
2020-09-07,3.9043265577785946,4.946226565521653,3.7144022387770392,4.946226565521653
2020-09-08,3.940009179664649,4.991431373492604,3.7483490945683244,4.991431373492604
2020-09-09,3.9853768092414392,5.048905709029522,3.7915098349352663,5.048905709029522
2020-09-10,4.005047553364902,5.073825744714858,3.810223704005729,5.073825744714858
2020-09-11,4.025493252323491,5.099727537980115,3.829674830560152,5.099727537980115
2020-09-12,3.9838191885778014,5.046932425137543,3.7900279840719837,5.046932425137543
2020-09-13,4.114497393462288,5.212483128688857,3.9143494027850916,5.212483128688857
2020-09-14,4.158272702905211,5.267940221039172,3.9559952807596184,5.267940221039172
2020-09-15,4.223314932102157,5.350339476627497,4.017873558144705,5.350339476627497
2020-09-16,4.217909525739731,5.343491595398403,4.012731095495393,5.343491595398403
2020-09-17,4.215364897922897,5.340267913792695,4.010310250025674,5.340267913792695
2020-09-18,4.272140942211825,5.412195088528537,4.064324447581856,5.412195088528537
2020-09-19,4.21031034175946,5.3338645098759025,4.00550157061537,5.3338645098759025
2020-09-20,4.016355725163042,5.088151590395983,3.820981794555253,5.088151590395983
2020-09-21,4.0596876524863665,5.143046980648335,3.86220585854642,5.143046980648335
2020-09-22,3.9485915153014233,5.002303972362765,3.7565139461071033,5.002303972362765
2020-09-23,4.139384624610259,5.2440117116658955,3.9380260050684788,5.2440117116658955
2020-09-24,4.120242083533624,5.219760834132047,3.9198146448303666,5.219760834132047
2020-09-25,4.136408181163902,5.240240981060432,3.9351943494584445,5.240240981060432
2020-09-26,4.154008523563668,5.262538112166578,3.9519385306239996,5.262538112166578
2020-09-27,4.123885527907727,5.224376560067493,3.923280855389282,5.224376560067493
2020-09-28,4.179543478155925,5.294887268643252,3.97623134811786,5.294887268643252
2020-09-29,4.154910709789637,5.263681053826785,3.952796830381445,5.263681053826785
2020-09-30,4.094202058874693,5.186771825700302,3.895041326190243,5.186771825700302
2020-10-01,4.075414223493738,5.162970309844825,3.8771674171388186,5.162970309844825
2020-10-02,4.064487745868122,5.149128016404557,3.866772453409753,5.149128016404557
2020-10-03,4.112515668162511,5.20997256452926,3.9124640776768556,5.20997256452926
2020-10-04,4.16093299562281,5.271310433626958,3.9585261646597787,5.271310433626958
2020-10-05,4.154691596129376,5.263403467976518,3.9525883754127893,5.263403467976518
2020-10-06,4.154691596129376,5.263403467976518,3.9525883754127893,5.263403467976518
2020-10-07,4.154691596129376,5.263403467976518,3.9525883754127893,5.263403467976518
2020-10-08,4.154691596129376,5.263403467976518,3.9525883754127893,5.263403467976518
2020-10-09,4.154691596129376,5.263403467976518,3.9525883754127893,5.263403467976518
2020-10-10,4.154691596129376,5.263403467976518,3.9525883754127893,5.263403467976518
2020-10-11,4.457682760424168,5.263403467976518,4.240840662287728,5.263403467976518
2020-10-12,4.468634154435318,5.181019172404754,4.25125933035526,5.181019172404754
2020-10-13,4.484981255190341,5.149066109589429,4.266811233287406,5.149066109589429
2020-10-14,4.555896258109818,5.134789209182582,4.33427660579376,5.134789209182582
2020-10-15,4.370609724640964,4.969721046383418,4.1580032576126795,4.969721046383418
2020-10-16,4.398213636769997,5.008064721761807,4.18426438907639,5.008064721761807
2020-10-17,4.458991691979286,5.141179821745648,4.242085921419306,5.141179821745648
2020-10-18,4.350117673961401,5.1573603088734075,4.138508034097204,5.1573603088734075
2020-10-19,4.191882392631643,5.010784131363111,3.987970041302059,5.010784131363111
2020-10-20,4.427962311238312,5.30801560078566,4.212565951819808,5.30801560078566
2020-10-21,4.549708422306804,5.628905933739555,4.328389774654058,5.628905933739555
2020-10-22,4.482537194482672,5.562688309947798,4.264486062882235,5.562688309947798
2020-10-23,4.515736304011362,5.603887365407556,4.296070215727517,5.603887365407556
2020-10-24,4.446927588552559,5.518497903926605,4.230608671216505,5.518497903926605
2020-10-25,4.300763852211724,5.3371132835196144,4.091555008194703,5.3371132835196144
2020-10-26,4.348244885233196,5.485729018230889,4.136726346386953,5.485729018230889
2020-10-27,4.217289438756459,5.320516130780026,4.0121411723819405,5.320516130780026
2020-10-28,4.277466494382446,5.396435272638907,4.06939094051285,5.396435272638907
2020-10-29,4.3106544743473325,5.43830510047867,4.1009645051872665,5.43830510047867
2020-10-30,4.3840558591547305,5.530908005154928,4.1707953105830775,5.530908005154928
2020-10-31,4.374678029566951,5.5190769714262595,4.161873661561092,5.5190769714262595
2020-11-01,4.307243487517608,5.434001812617362,4.097719444373507,5.434001812617362
2020-11-02,4.457975408783419,5.624164624576194,4.2411190748909515,5.624164624576194
2020-11-03,4.496275100604966,5.672483368428058,4.2775556943543,5.672483368428058
2020-11-04,4.9559508755956365,6.252408557648135,4.714870735109592,6.252408557648135
2020-11-05,4.952740161058803,6.248357932541031,4.711816204427488,6.248357932541031
2020-11-06,4.7106268535793285,5.94290871530616,4.481480396694453,5.94290871530616
2020-11-07,4.919418666231988,6.2063196628651305,4.680115619665301,6.2063196628651305
2020-11-08,4.872787011241095,6.1474893463343365,4.635752341867503,6.1474893463343365
2020-11-09,4.862868764355037,6.134976524221304,4.626316563918827,6.134976524221304
2020-11-10,4.985902709621418,6.29019567622153,4.743365574799472,6.29019567622153
2020-11-11,5.179060567727401,6.533882886872842,4.92712735034994,6.533882886872842
2020-11-12,5.188228588246436,6.545449226287581,4.935849396376857,6.545449226287581
2020-11-13,5.108675983014511,6.445085965589298,4.860166594080184,6.445085965589298
2020-11-14,5.072611075667611,6.3995866172327736,4.82585604894309,6.3995866172327736
2020-11-15,5.3131190258786685,6.703010521914092,5.054664591335073,6.703010521914092
2020-11-16,5.613784958164009,7.082329505334844,5.340704756131141,7.082329505334844
2020-11-17,5.650895731929342,7.129148314741107,5.37601029195577,7.129148314741107
2020-11-18,5.659383462437604,7.1398564028955285,5.384085140392617,7.1398564028955285
2020-11-19,5.930498105282945,7.481893593251295,5.6420115257621175,7.481893593251295
2020-11-20,8.30209101324108,10.473886081714555,7.89823929678121,10.473886081714555
2020-11-21,8.392618901478974,10.58809571722802,7.984363494070154,10.58809571722802
2020-11-22,9.120190009574621,11.505996628021052,8.676542212419362,11.505996628021052
2020-11-23,9.066090489487593,11.43774488161605,8.625074340673931,11.43774488161605
2020-11-24,8.5345364791034,10.767138387160257,8.119377550975758,10.767138387160257
2020-11-25,7.790181032365796,9.828062419310829,7.411230961060103,9.828062419310829
2020-11-26,7.778495760817248,9.813320325681863,7.400114114618513,9.813320325681863
2020-11-27,8.030201463157885,10.130871271368806,7.639575699209672,10.130871271368806
2020-11-28,8.240991504189457,10.396803176162837,7.840111947582566,10.396803176162837
2020-11-29,8.925685267774135,11.26061019408261,8.491499071763744,11.26061019408261
2020-11-30,8.503819685160947,10.728386198099011,8.090154962521776,10.728386198099011
2020-12-01,8.70282263205477,10.979447550277285,8.279477494980794,10.979447550277285
2020-12-02,8.801528782540831,11.103974849978854,8.373382126399505,11.103974849978854
2020-12-03,8.45195828365677,10.662958053487435,8.040816337024518,10.662958053487435
2020-12-04,8.677249939928934,10.94718514027701,8.255148775679759,10.94718514027701
2020-12-05,8.773205315274044,11.068242072643798,8.346436442254287,11.068242072643798
2020-12-06,8.685969036092342,10.958185118451834,8.263443735087023,10.958185118451834
2020-12-07,8.304037276447941,10.476341479888475,7.900090884835078,10.476341479888475
2020-12-08,8.40245339462919,10.600502875950133,7.993719592448142,10.600502875950133
2020-12-09,8.2725506443568,10.436618065980642,7.870135906684524,10.436618065980642
2020-12-10,8.17371307298262,10.311924966192237,7.776106247291377,10.311924966192237
2020-12-11,8.52363704873817,10.753387707744796,8.109008318804495,10.753387707744796
2020-12-12,8.689635225695355,10.96281036915008,8.266931584442778,10.96281036915008
2020-12-13,8.734114398691116,11.018925122677047,8.309247086824424,11.018925122677047
2020-12-14,8.72101322709308,11.002396734993031,8.296783216194187,11.002396734993031
2020-12-15,9.564970244014528,12.067129660589808,9.099686299912724,12.067129660589808
2020-12-16,10.220241036920507,12.893816771900172,9.723081721416602,12.893816771900172
2020-12-17,10.359320877430633,13.06927936360662,9.855396081733197,13.06927936360662
2020-12-18,10.679514294215416,13.47323414634388,10.160013824779707,13.47323414634388
2020-12-19,10.51539174380974,13.266177768179892,10.003874946630262,13.266177768179892
2020-12-20,10.185519270336005,12.850011924762033,9.690048980525907,12.850011924762033
2020-12-21,10.674663558070232,13.46711447628533,10.155399050648818,13.46711447628533
2020-12-22,10.415525756406728,13.140187222686132,9.908866898072336,13.140187222686132
2020-12-23,10.638085779688963,13.42096809180501,10.120600582872552,13.42096809180501
2020-12-24,11.078897547662377,13.97709452234751,10.539969248277247,13.97709452234751
2020-12-25,11.877305404933741,14.98436280337078,11.299538892009416,14.98436280337078
2020-12-26,11.782384299201837,14.864610701568871,11.209235183438896,14.864610701568871
2020-12-27,12.140025219702606,15.31580911092264,11.549478812174232,15.31580911092264
2020-12-28,12.277024892401862,15.48864737092191,11.679814193565937,15.48864737092191
2020-12-29,12.945251902922974,16.33167999652914,12.315535582942521,16.33167999652914
2020-12-30,12.966811228359367,16.358879158554615,12.336046164084335,16.358879158554615
2020-12-31,13.149749434588816,16.589673295716505,12.510085418414315,16.589673295716505
2021-01-01,14.425932386559126,18.199700798070392,13.724188988835078,18.199700798070392
2021-01-02,14.794319346375978,18.66445636928215,14.074655920335426,18.66445636928215
2021-01-03,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-04,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-05,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-06,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-07,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-08,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-09,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-10,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-11,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-12,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-13,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-14,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-15,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-16,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-17,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-18,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-19,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-20,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-21,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-22,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-23,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-24,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-25,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-26,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-27,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-28,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-29,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-30,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-01-31,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-01,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-02,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-03,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-04,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-05,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-06,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-07,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-08,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-09,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-10,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-11,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-12,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-13,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-14,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-15,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-16,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-17,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-18,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-19,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-20,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-21,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-22,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-23,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-24,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-25,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-26,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-27,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-02-28,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-01,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-02,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-03,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-04,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-05,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-06,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-07,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-08,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-09,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-10,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-11,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-12,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-13,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-14,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-15,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-16,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-17,14.772127867356415,18.636459684728226,14.053543936454924,18.636459684728226
2021-03-18,16.227459664915667,20.472500681438728,15.438081732415595,20.472500681438728
2021-03-19,16.203118475418293,20.44179193041657,15.414924609816973,20.44179193041657
2021-03-20,16.203118475418293,20.44179193041657,15.414924609816973,20.44179193041657
2021-03-21,16.203118475418293,20.44179193041657,15.414924609816973,20.44179193041657
2021-03-22,16.203118475418293,20.44179193041657,15.414924609816973,20.44179193041657
2021-03-23,15.571358875953589,19.644766450297233,14.813896689663771,19.644766450297233
2021-03-24,15.54800183763966,19.61529930062179,14.791675844629276,19.61529930062179
2021-03-25,16.655853804470194,21.012961079742237,15.845636819699495,21.012961079742237
2021-03-26,16.89545034635059,21.315235155180048,16.07357828883473,21.315235155180048
2021-03-27,16.883490951025347,21.300147228049042,16.062200653251974,21.300147228049042
2021-03-28,17.44584587410926,22.009612035466613,16.597200058239917,22.009612035466613
2021-03-29,17.782167922853247,22.433914638232007,16.917161862745203,22.433914638232007
2021-03-30,17.78034571177104,22.43161574374128,16.91542829235269,22.43161574374128
2021-03-31,17.774258558139287,22.423936214138532,16.909637245742484,22.423936214138532
2021-04-01,17.84374776048845,22.5116035244768,16.97574617514603,22.5116035244768
2021-04-02,17.269215503212322,21.78677583909212,16.429161797252632,21.78677583909212
2021-04-03,17.617333493131323,22.225960155861447,16.76034573434866,22.225960155861447
2021-04-04,17.898226423374727,22.580333595978658,17.027574746449115,22.580333595978658
2021-04-05,17.885553502698166,22.564345488009568,17.015518294654868,22.564345488009568
2021-04-06,16.626068305681144,20.975383809063562,15.817300223938904,20.975383809063562
2021-04-07,17.616704134637857,22.22516615960742,16.759746990733717,22.22516615960742
2021-04-08,17.501628137411412,22.079986724237806,16.650268816866365,22.079986724237806
2021-04-09,18.065746087023314,22.791675759140208,17.18694548670029,22.791675759140208
2021-04-10,18.217063825833954,22.982577636259784,17.330902437915125,22.982577636259784
2021-04-11,18.101310412876963,22.836543575810733,17.220779800919782,22.836543575810733
2021-04-12,19.46884341891602,24.56181795492718,18.521789740550197,24.56181795492718
2021-04-13,20.59851882656723,25.987012103025787,19.59651256436502,25.987012103025787
2021-04-14,21.288128040262713,26.857020433894167,20.252576028659146,26.857020433894167
2021-04-15,20.51443459901325,25.880931765040486,19.516518578603225,25.880931765040486
2021-04-16,19.624733713907837,24.758488551332963,18.670096817878964,24.758488551332963
2021-04-17,18.930721297963807,23.88292515744823,18.0098443432529,23.88292515744823
2021-04-18,18.699668756960836,23.591430160646087,17.790031255675295,23.591430160646087
2021-04-19,18.96583240873183,23.927221199710377,18.04324748884349,23.927221199710377
2021-04-20,18.079347385784253,22.808835105328804,17.19988515601848,22.808835105328804
2021-04-21,17.374604951820306,21.919734761991688,16.529424620574375,21.919734761991688
2021-04-22,17.184418912059407,21.679796785931075,16.34849010051877,21.679796785931075
2021-04-23,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-04-24,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-04-25,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-04-26,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-04-27,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-04-28,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-04-29,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-04-30,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-05-01,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-05-02,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-05-03,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-05-04,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-05-05,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-05-06,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-05-07,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-05-08,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-05-09,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-05-10,17.158642283691318,21.64727709075218,16.32396736536799,21.64727709075218
2021-05-11,15.001715105188426,18.926106060687342,14.271962999916422,18.926106060687342
2021-05-12,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-13,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-14,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-15,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-16,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-17,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-18,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-19,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-20,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-21,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-22,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-23,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-24,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-25,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-26,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-27,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-28,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-29,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-30,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-05-31,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-06-01,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-06-02,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-06-03,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-06-04,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-06-05,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
2021-06-06,14.979212532530644,18.89771690159631,14.250555055416548,18.89771690159631
