ts,phase51_main_current,phase51_btc_top_override,phase51_btc_trend_override,phase51_btc_gap_override
2020-06-24,2.4651969086591503,2.4651969086591503,2.5137868729077764,2.4651969086591503
2020-06-25,2.4348723359332785,2.4348723359332785,2.4828645913743728,2.4348723359332785
2020-06-26,2.342626258060872,2.342626258060872,2.3888003083881464,2.342626258060872
2020-06-27,2.3849322179127004,2.3849322179127004,2.431940134723209,2.3849322179127004
2020-06-28,2.4167412102824954,2.4167412102824954,2.4643760943736317,2.4167412102824954
2020-06-29,2.3920362262086208,2.3920362262086208,2.439184165711803,2.3920362262086208
2020-06-30,2.449186382499687,2.449186382499687,2.497460773217063,2.449186382499687
2020-07-01,2.4901804246724812,2.4901804246724812,2.5392628234790227,2.4901804246724812
2020-07-02,2.4545367470378867,2.4545367470378867,2.5029165954656447,2.4545367470378867
2020-07-03,2.500764573489741,2.500764573489741,2.5500555898760084,2.500764573489741
2020-07-04,2.461281547754768,2.461281547754768,2.509794338757841,2.461281547754768
2020-07-05,2.62921980663546,2.62921980663546,2.6810427242926465,2.62921980663546
2020-07-06,2.7993856958641787,2.7993856958641787,2.854562647612888,2.7993856958641787
2020-07-07,3.1778171851789647,3.1778171851789647,3.240453164834033,3.1778171851789647
2020-07-08,2.97405390620562,2.97405390620562,3.032673634499298,2.97405390620562
2020-07-09,2.9562825883068724,2.9562825883068724,3.0145520371975874,2.9562825883068724
2020-07-10,2.930917816037142,2.930917816037142,2.9886873156648055,2.930917816037142
2020-07-11,2.9750304634627605,2.9750304634627605,3.033669440069644,2.9750304634627605
2020-07-12,2.934716405121015,2.934716405121015,2.9925607763774447,2.934716405121015
2020-07-13,2.9462347075043707,2.9462347075043707,3.00430610886093,2.9462347075043707
2020-07-14,2.923810778396348,2.923810778396348,2.981440195621804,2.923810778396348
2020-07-15,2.8620530720004815,2.8620530720004815,2.91846522145503,2.8620530720004815
2020-07-16,2.8510249101440768,2.8510249101440768,2.9072196903538203,2.8510249101440768
2020-07-17,2.887785449665426,2.887785449665426,2.9447047940245192,2.887785449665426
2020-07-18,2.9299375349832393,2.9299375349832393,2.9876877129002537,2.9299375349832393
2020-07-19,2.891951644144512,2.891951644144512,2.9489531057738647,2.891951644144512
2020-07-20,3.009340300349353,3.009340300349353,3.0686555368289623,3.009340300349353
2020-07-21,3.2317415644535137,3.2317415644535137,3.2954404140366895,3.2317415644535137
2020-07-22,3.3733921767424446,3.3733921767424446,3.4398830135144487,3.3733921767424446
2020-07-23,3.4205682024615083,3.4205682024615083,3.4879888965585115,3.4205682024615083
2020-07-24,3.7405074314289815,3.7405074314289815,3.8142342488391594,3.7405074314289815
2020-07-25,3.8108425970464954,3.8108425970464954,3.8859557471957626,3.8108425970464954
2020-07-26,3.944773496035943,3.944773496035943,4.0225264749026755,3.944773496035943
2020-07-27,3.8815453680592227,3.8815453680592227,3.9580520965890735,3.8815453680592227
2020-07-28,3.893063670442579,3.893063670442579,3.9697974290725595,3.893063670442579
2020-07-29,4.103333956504695,4.103333956504695,4.184212222068957,4.103333956504695
2020-07-30,4.2437592174762475,4.2437592174762475,4.327405318091025,4.2437592174762475
2020-07-31,4.742109598254,4.742109598254,4.83557837352013,4.742109598254
2020-08-01,4.563453376180245,4.563453376180245,4.522024865192976,4.563453376180245
2020-08-02,4.610956121520117,4.610956121520117,4.582662439787451,4.610956121520117
2020-08-03,4.6455112754372285,4.6455112754372285,4.617005556872854,4.6455112754372285
2020-08-04,4.852123922259222,4.852123922259222,4.822350390183493,4.852123922259222
2020-08-05,4.742854812068095,4.742854812068095,4.713751775513355,4.742854812068095
2020-08-06,4.656039972374171,4.656039972374171,4.627469647773143,4.656039972374171
2020-08-07,4.77927784879847,4.77927784879847,4.749951313736735,4.77927784879847
2020-08-08,4.7325415338723165,4.7325415338723165,4.703501781504892,4.7325415338723165
2020-08-09,4.7637021813083935,4.7637021813083935,4.734471221430443,4.7637021813083935
2020-08-10,4.4803030530016015,4.4803030530016015,4.4528110827232705,4.4803030530016015
2020-08-11,4.534605014405263,4.534605014405263,4.506779837223,4.534605014405263
2020-08-12,4.619173533589407,4.619173533589407,4.590829428292598,4.619173533589407
2020-08-13,4.611542878499114,4.611542878499114,4.583245596316828,4.611542878499114
2020-08-14,4.647563021181247,4.647563021181247,4.619044712724549,4.647563021181247
2020-08-15,4.670541252850885,4.670541252850885,4.641881945704001,4.670541252850885
2020-08-16,4.649998930498308,4.649998930498308,4.62146567485037,4.649998930498308
2020-08-17,4.5459799895732225,4.5459799895732225,4.518085013434162,4.5459799895732225
2020-08-18,4.428345175102387,4.428345175102387,4.401172027996959,4.428345175102387
2020-08-19,4.5693921674869165,4.5693921674869165,4.541353529883053,4.5693921674869165
2020-08-20,4.373466080128022,4.373466080128022,4.346629681325128,4.373466080128022
2020-08-21,4.41026491117638,4.41026491117638,4.383202707922875,4.41026491117638
2020-08-22,4.346486347877855,4.346486347877855,4.319815501714674,4.346486347877855
2020-08-23,4.3707878945434775,4.3707878945434775,4.343967929583924,4.3707878945434775
2020-08-24,4.092327708082299,4.092327708082299,4.067216426459413,4.092327708082299
2020-08-25,4.131757923094617,4.131757923094617,4.106404690361201,4.131757923094617
2020-08-26,4.0921610082982465,4.0921610082982465,4.067050749576145,4.0921610082982465
2020-08-27,4.074289666695071,4.074289666695071,4.04928906983878,4.074289666695071
2020-08-28,4.098570519241139,4.098570519241139,4.07342093057143,4.098570519241139
2020-08-29,4.40998579837776,4.40998579837776,4.3829253078121395,4.40998579837776
2020-08-30,4.459849255089963,4.459849255089963,4.432482793108193,4.459849255089963
2020-08-31,4.887646870305374,4.887646870305374,4.857655362833709,4.887646870305374
2020-09-01,4.518554479384123,4.518554479384123,4.490827791260865,4.518554479384123
2020-09-02,3.9212211113472226,3.9212211113472226,3.8971597715287687,3.9212211113472226
2020-09-03,4.02754823206042,4.02754823206042,4.002834449313921,4.02754823206042
2020-09-04,3.9197639665340533,3.9197639665340533,3.895711568026359,3.9197639665340533
2020-09-05,3.954274517425687,3.954274517425687,3.930010355778719,3.954274517425687
2020-09-06,3.9994763606447137,3.9994763606447137,3.9749348321063542,3.9994763606447137
2020-09-07,3.9043265577785946,3.9043265577785946,3.880368886073454,3.9043265577785946
2020-09-08,3.940009179664649,3.940009179664649,3.9158325527752855,3.940009179664649
2020-09-09,3.9853768092414392,3.9853768092414392,3.960921798164853,3.9853768092414392
2020-09-10,4.005047553364902,4.005047553364902,3.980471838954992,4.005047553364902
2020-09-11,4.025493252323491,4.025493252323491,4.000792079313697,4.025493252323491
2020-09-12,3.9838191885778014,3.9838191885778014,3.9593737353504235,3.9838191885778014
2020-09-13,4.114497393462288,4.114497393462288,4.089250074539172,4.114497393462288
2020-09-14,4.158272702905211,4.158272702905211,4.132756770566464,4.158272702905211
2020-09-15,4.223314932102157,4.223314932102157,4.197399888584821,4.223314932102157
2020-09-16,4.217909525739731,4.217909525739731,4.1920276507981145,4.217909525739731
2020-09-17,4.215364897922897,4.215364897922897,4.189498637289393,4.215364897922897
2020-09-18,4.272140942211825,4.272140942211825,4.245926293243057,4.272140942211825
2020-09-19,4.21031034175946,4.21031034175946,4.184475096819798,4.21031034175946
2020-09-20,4.016355725163042,4.016355725163042,3.991710621714199,4.016355725163042
2020-09-21,4.0596876524863665,4.0596876524863665,4.03477665629679,4.0596876524863665
2020-09-22,3.9485915153014233,3.9485915153014233,3.924362225609241,3.9485915153014233
2020-09-23,4.139384624610259,4.139384624610259,4.113984593022187,4.139384624610259
2020-09-24,4.120242083533624,4.120242083533624,4.09495951412704,4.120242083533624
2020-09-25,4.136408181163902,4.136408181163902,4.111026413584715,4.136408181163902
2020-09-26,4.154008523563668,4.154008523563668,4.128518757020031,4.154008523563668
2020-09-27,4.123885527907727,4.123885527907727,4.098580601650889,4.123885527907727
2020-09-28,4.179543478155925,4.179543478155925,4.153897024396176,4.179543478155925
2020-09-29,4.154910709789637,4.154910709789637,4.129415407264032,4.154910709789637
2020-09-30,4.094202058874693,4.094202058874693,4.069079275887799,4.094202058874693
2020-10-01,4.075414223493738,4.075414223493738,4.050406726148412,4.075414223493738
2020-10-02,4.064487745868122,4.064487745868122,4.039547295415512,4.064487745868122
2020-10-03,4.112515668162511,4.112515668162511,4.087280509473287,4.112515668162511
2020-10-04,4.16093299562281,4.16093299562281,4.13540073923467,4.16093299562281
2020-10-05,4.154691596129376,4.154691596129376,4.1291976381258175,4.154691596129376
2020-10-06,4.154691596129376,4.154691596129376,4.1291976381258175,4.154691596129376
2020-10-07,4.154691596129376,4.154691596129376,4.1291976381258175,4.154691596129376
2020-10-08,4.154691596129376,4.154691596129376,4.1291976381258175,4.154691596129376
2020-10-09,4.154691596129376,4.154691596129376,4.1291976381258175,4.154691596129376
2020-10-10,4.154691596129376,4.154691596129376,4.1291976381258175,4.154691596129376
2020-10-11,4.457682760424168,4.457682760424168,4.43032959245538,4.457682760424168
2020-10-12,4.468634154435318,4.468634154435318,4.441213786682251,4.468634154435318
2020-10-13,4.484981255190341,4.484981255190341,4.457460578595936,4.484981255190341
2020-10-14,4.555896258109818,4.555896258109818,4.527940433908323,4.555896258109818
2020-10-15,4.370609724640964,4.370609724640964,4.3437908529649665,4.370609724640964
2020-10-16,4.398213636769997,4.398213636769997,4.371225382370813,4.398213636769997
2020-10-17,4.458991691979286,4.458991691979286,4.431630492163771,4.458991691979286
2020-10-18,4.350117673961401,4.350117673961401,4.323424545308043,4.350117673961401
2020-10-19,4.191882392631643,4.191882392631643,4.166160225004769,4.191882392631643
2020-10-20,4.427962311238312,4.427962311238312,4.400791513456543,4.427962311238312
2020-10-21,4.549708422306804,4.549708422306804,4.521790567813155,4.549708422306804
2020-10-22,4.482537194482672,4.482537194482672,4.455031515097952,4.482537194482672
2020-10-23,4.515736304011362,4.515736304011362,4.48802690873474,4.515736304011362
2020-10-24,4.446927588552559,4.446927588552559,4.419640416312617,4.446927588552559
2020-10-25,4.300763852211724,4.300763852211724,4.274373567759888,4.300763852211724
2020-10-26,4.348244885233196,4.348244885233196,4.321563248358729,4.348244885233196
2020-10-27,4.217289438756459,4.217289438756459,4.191411368783546,4.217289438756459
2020-10-28,4.277466494382446,4.277466494382446,4.2512191668380845,4.277466494382446
2020-10-29,4.3106544743473325,4.3106544743473325,4.284203499204137,4.3106544743473325
2020-10-30,4.3840558591547305,4.3840558591547305,4.357154479504152,4.3840558591547305
2020-10-31,4.374678029566951,4.374678029566951,4.347834194017576,4.374678029566951
2020-11-01,4.307243487517608,4.307243487517608,4.280813442822071,4.307243487517608
2020-11-02,4.457975408783419,4.457975408783419,4.430620445070035,4.457975408783419
2020-11-03,4.496275100604966,4.496275100604966,4.468685122880974,4.496275100604966
2020-11-04,4.9559508755956365,4.9559508755956365,4.925540242082468,4.9559508755956365
2020-11-05,4.952740161058803,4.952740161058803,4.922349229085368,4.952740161058803
2020-11-06,4.7106268535793285,4.7106268535793285,4.6817215737536335,4.7106268535793285
2020-11-07,4.919418666231988,4.919418666231988,4.889232201129337,4.919418666231988
2020-11-08,4.872787011241095,4.872787011241095,4.842886686619986,4.872787011241095
2020-11-09,4.862868764355037,4.862868764355037,4.833029299935878,4.862868764355037
2020-11-10,4.985902709621418,4.985902709621418,4.955308286100949,4.985902709621418
2020-11-11,5.179060567727401,5.179060567727401,5.147280891773947,5.179060567727401
2020-11-12,5.188228588246436,5.188228588246436,5.156392655619129,5.188228588246436
2020-11-13,5.108675983014511,5.108675983014511,5.077328199923682,5.108675983014511
2020-11-14,5.072611075667611,5.072611075667611,5.0414845935354755,5.072611075667611
2020-11-15,5.3131190258786685,5.3131190258786685,5.28051674236866,5.3131190258786685
2020-11-16,5.613784958164009,5.613784958164009,5.57933773274353,5.613784958164009
2020-11-17,5.650895731929342,5.650895731929342,5.616220787919898,5.650895731929342
2020-11-18,5.659383462437604,5.659383462437604,5.624656436139952,5.659383462437604
2020-11-19,5.930498105282945,5.930498105282945,5.894107469266274,5.930498105282945
2020-11-20,8.30209101324108,8.30209101324108,5.909313751994034,8.30209101324108
2020-11-21,8.392618901478974,8.392618901478974,5.973750252876758,8.392618901478974
2020-11-22,9.120190009574621,9.120190009574621,6.491625321671585,9.120190009574621
2020-11-23,9.066090489487593,9.066090489487593,6.453118030253473,9.066090489487593
2020-11-24,8.5345364791034,8.5345364791034,6.074765225101002,8.5345364791034
2020-11-25,7.790181032365796,7.790181032365796,5.544943295810807,7.790181032365796
2020-11-26,7.778495760817248,7.778495760817248,5.536625880867091,7.778495760817248
2020-11-27,8.030201463157885,8.030201463157885,5.715786524363358,8.030201463157885
2020-11-28,8.240991504189457,8.240991504189457,5.865823965083363,8.240991504189457
2020-11-29,8.925685267774135,8.925685267774135,6.3531795320847815,8.925685267774135
2020-11-30,8.503819685160947,8.503819685160947,6.0529014352953,8.503819685160947
2020-12-01,8.70282263205477,8.70282263205477,6.194548985158514,8.70282263205477
2020-12-02,8.801528782540831,8.801528782540831,6.26480666018802,8.801528782540831
2020-12-03,8.45195828365677,8.45195828365677,6.01598720578161,8.45195828365677
2020-12-04,8.677249939928934,8.677249939928934,6.176346695998626,8.677249939928934
2020-12-05,8.773205315274044,8.773205315274044,6.244646407264168,8.773205315274044
2020-12-06,8.685969036092342,8.685969036092342,6.1825528282587054,8.685969036092342
2020-12-07,8.304037276447941,8.304037276447941,5.91069907527162,8.304037276447941
2020-12-08,8.40245339462919,8.40245339462919,5.980750309311185,8.40245339462919
2020-12-09,8.2725506443568,8.2725506443568,5.888287325301233,8.2725506443568
2020-12-10,8.17371307298262,8.17371307298262,5.81793610669816,8.17371307298262
2020-12-11,8.52363704873817,8.52363704873817,6.067007161061058,8.52363704873817
2020-12-12,8.689635225695355,8.689635225695355,6.185162371397168,8.689635225695355
2020-12-13,8.734114398691116,8.734114398691116,6.216822032588784,8.734114398691116
2020-12-14,8.72101322709308,8.72101322709308,6.207496799539901,8.72101322709308
2020-12-15,9.564970244014528,9.564970244014528,6.808213751236965,9.564970244014528
2020-12-16,10.220241036920507,10.220241036920507,7.2746264539673415,10.220241036920507
2020-12-17,10.359320877430633,10.359320877430633,7.37362156409572,10.359320877430633
2020-12-18,10.679514294215416,10.679514294215416,7.601530817088311,10.679514294215416
2020-12-19,10.51539174380974,10.51539174380974,7.4847106518338276,10.51539174380974
2020-12-20,10.185519270336005,10.185519270336005,7.249911979933744,10.185519270336005
2020-12-21,10.674663558070232,10.674663558070232,7.598078130076774,10.674663558070232
2020-12-22,10.415525756406728,10.415525756406728,7.4136274209013004,10.415525756406728
2020-12-23,10.638085779688963,10.638085779688963,7.572042572473143,10.638085779688963
2020-12-24,11.078897547662377,11.078897547662377,7.88580630240233,11.078897547662377
2020-12-25,11.877305404933741,11.877305404933741,8.454101991181087,11.877305404933741
2020-12-26,11.782384299201837,11.782384299201837,8.386538458745534,11.782384299201837
2020-12-27,12.140025219702606,12.140025219702606,8.641102327826262,12.140025219702606
2020-12-28,12.277024892401862,12.277024892401862,8.738616803228808,12.277024892401862
2020-12-29,12.945251902922974,12.945251902922974,9.21425156276449,12.945251902922974
2020-12-30,12.966811228359367,12.966811228359367,9.229597192929445,12.966811228359367
2020-12-31,13.149749434588816,13.149749434588816,9.359810082201877,13.149749434588816
2021-01-01,14.425932386559126,14.425932386559126,10.268179486501431,14.425932386559126
2021-01-02,14.794319346375978,14.794319346375978,10.530392237991268,14.794319346375978
2021-01-03,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-04,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-05,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-06,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-07,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-08,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-09,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-10,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-11,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-12,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-13,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-14,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-15,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-16,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-17,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-18,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-19,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-20,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-21,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-22,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-23,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-24,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-25,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-26,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-27,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-28,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-29,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-30,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-01-31,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-01,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-02,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-03,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-04,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-05,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-06,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-07,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-08,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-09,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-10,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-11,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-12,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-13,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-14,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-15,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-16,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-17,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-18,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-19,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-20,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-21,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-22,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-23,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-24,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-25,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-26,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-27,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-02-28,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-01,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-02,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-03,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-04,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-05,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-06,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-07,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-08,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-09,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-10,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-11,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-12,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-13,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-14,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-15,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-16,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-17,14.772127867356415,14.772127867356415,10.514596649634282,14.772127867356415
2021-03-18,16.227459664915667,16.227459664915667,11.550481728624002,16.227459664915667
2021-03-19,16.203118475418293,16.203118475418293,11.533156006031065,16.203118475418293
2021-03-20,16.203118475418293,16.203118475418293,11.533156006031065,16.203118475418293
2021-03-21,16.203118475418293,16.203118475418293,11.533156006031065,16.203118475418293
2021-03-22,16.203118475418293,16.203118475418293,11.533156006031065,16.203118475418293
2021-03-23,15.571358875953589,15.571358875953589,11.083478246161075,15.571358875953589
2021-03-24,15.54800183763966,15.54800183763966,11.066853028791835,15.54800183763966
2021-03-25,16.655853804470194,16.655853804470194,11.855406762101191,16.655853804470194
2021-03-26,16.89545034635059,16.89545034635059,12.02594827237925,16.89545034635059
2021-03-27,16.883490951025347,16.883490951025347,12.017435739916252,16.883490951025347
2021-03-28,17.44584587410926,17.44584587410926,12.417712209444376,17.44584587410926
2021-03-29,17.782167922853247,17.782167922853247,12.65710159996923,17.782167922853247
2021-03-30,17.78034571177104,17.78034571177104,12.65580457528112,17.78034571177104
2021-03-31,17.774258558139287,17.774258558139287,12.651471823374493,17.774258558139287
2021-04-01,17.84374776048845,17.84374776048845,12.700933278133553,17.84374776048845
2021-04-02,17.269215503212322,17.269215503212322,12.29198915026611,17.269215503212322
2021-04-03,17.617333493131323,17.617333493131323,12.539774728846725,17.617333493131323
2021-04-04,17.898226423374727,17.898226423374727,12.739710438161147,17.898226423374727
2021-04-05,17.885553502698166,17.885553502698166,12.730690028205089,17.885553502698166
2021-04-06,16.626068305681144,16.626068305681144,11.834205855326813,16.626068305681144
2021-04-07,17.616704134637857,17.616704134637857,12.53932676016095,17.616704134637857
2021-04-08,17.501628137411412,17.501628137411412,12.457417254248513,17.501628137411412
2021-04-09,18.065746087023314,18.065746087023314,12.858948621716248,18.065746087023314
2021-04-10,18.217063825833954,18.217063825833954,12.966654498879992,18.217063825833954
2021-04-11,18.101310412876963,18.101310412876963,12.884262817803979,18.101310412876963
2021-04-12,19.46884341891602,19.46884341891602,13.857653929272592,19.46884341891602
2021-04-13,20.59851882656723,20.59851882656723,14.66174128643066,20.59851882656723
2021-04-14,21.288128040262713,21.288128040262713,15.152595602950807,21.288128040262713
2021-04-15,20.51443459901325,20.51443459901325,14.601891294251816,20.51443459901325
2021-04-16,19.624733713907837,19.624733713907837,13.96861448879047,19.624733713907837
2021-04-17,18.930721297963807,18.930721297963807,13.474626033707079,18.930721297963807
2021-04-18,18.699668756960836,18.699668756960836,13.310166025282165,18.699668756960836
2021-04-19,18.96583240873183,18.96583240873183,13.499617637554632,18.96583240873183
2021-04-20,18.079347385784253,18.079347385784253,12.86862983837417,18.079347385784253
2021-04-21,17.374604951820306,17.374604951820306,12.367003904619068,17.374604951820306
2021-04-22,17.184418912059407,17.184418912059407,12.231632107513509,17.184418912059407
2021-04-23,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-04-24,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-04-25,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-04-26,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-04-27,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-04-28,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-04-29,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-04-30,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-05-01,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-05-02,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-05-03,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-05-04,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-05-05,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-05-06,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-05-07,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-05-08,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-05-09,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-05-10,17.158642283691318,17.158642283691318,12.213284659352238,17.158642283691318
2021-05-11,15.001715105188426,15.001715105188426,10.678013675494295,15.001715105188426
2021-05-12,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-13,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-14,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-15,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-16,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-17,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-18,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-19,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-20,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-21,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-22,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-23,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-24,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-25,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-26,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-27,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-28,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-29,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-30,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-05-31,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-06-01,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-06-02,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-06-03,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-06-04,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-06-05,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-06-06,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-06-07,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-06-08,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-06-09,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-06-10,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
2021-06-11,14.979212532530644,14.979212532530644,10.661996654981055,14.979212532530644
