date,strategy_return,base_return,btc_return,equity,executed_regime,executed_position
2018-06-19,0.0,0.0,0.0042830795267307,1.0,BASE,0.0
2018-06-20,0.0,0.0,0.0030113288267239,1.0,BASE,0.0
2018-06-21,0.0,0.0,-0.0063107205343185,1.0,BASE,0.0
2018-06-22,0.0,0.0,-0.1002911216817189,1.0,BASE,0.0
2018-06-23,0.0,0.0,0.0173664185277087,1.0,BASE,0.0
2018-06-24,0.0,0.0,-0.0021154540339967,1.0,BASE,0.0
2018-06-25,0.0,0.0,0.0187437774667302,1.0,BASE,0.0
2018-06-26,0.0,0.0,-0.0289859245041587,1.0,BASE,0.0
2018-06-27,0.0,0.0,0.0103693429839328,1.0,BASE,0.0
2018-06-28,0.0,0.0,-0.0456084633656844,1.0,BASE,0.0
2018-06-29,0.0,0.0,0.0587531901373084,1.0,BASE,0.0
2018-06-30,0.0,0.0,0.031002336267651,1.0,BASE,0.0
2018-07-01,0.0,0.0,-0.0052049508064855,1.0,BASE,0.0
2018-07-02,0.0,0.0,0.0406619043199338,1.0,BASE,0.0
2018-07-03,0.0,0.0,-0.0153326611531769,1.0,BASE,0.0
2018-07-04,0.0,0.0,0.0112252949863829,1.0,BASE,0.0
2018-07-05,0.0,0.0,-0.0087718499221191,1.0,BASE,0.0
2018-07-06,0.0,0.0,0.0123414813453408,1.0,BASE,0.0
2018-07-07,0.0,0.0,0.0222700301674185,1.0,BASE,0.0
2018-07-08,0.0,0.0,-0.0066420205476409,1.0,BASE,0.0
2018-07-09,0.0,0.0,-0.007446253780486,1.0,BASE,0.0
2018-07-10,0.0,0.0,-0.0548188864805797,1.0,BASE,0.0
2018-07-11,0.0,0.0,0.01288886136216,1.0,BASE,0.0
2018-07-12,0.0,0.0,-0.0199903732633853,1.0,BASE,0.0
2018-07-13,0.0,0.0,-0.0057594747359041,1.0,BASE,0.0
2018-07-14,0.0,0.0,0.0060213337366865,1.0,BASE,0.0
2018-07-15,0.0,0.0,0.0161580552752005,1.0,BASE,0.0
2018-07-16,0.0,0.0,0.0582936277449586,1.0,BASE,0.0
2018-07-17,0.0,0.0,0.0883622003911739,1.0,BASE,0.0
2018-07-18,0.0,0.0,0.0088090917042025,1.0,BASE,0.0
2018-07-19,0.0,0.0,0.0114211788292988,1.0,BASE,0.0
2018-07-20,0.0,0.0,-0.0172349826752797,1.0,BASE,0.0
2018-07-21,0.0,0.0,0.0083474956831521,1.0,BASE,0.0
2018-07-22,0.0,0.0,-0.0005392780971997,1.0,BASE,0.0
2018-07-23,0.0,0.0,0.0441148430178544,1.0,BASE,0.0
2018-07-24,0.0,0.0,0.0875831011745871,1.0,BASE,0.0
2018-07-25,0.0,0.0,-0.0263896232571654,1.0,BASE,0.0
2018-07-26,0.0,0.0,-0.0312685000807276,1.0,BASE,0.0
2018-07-27,0.0,0.0,0.0339103535353535,1.0,BASE,0.0
2018-07-28,0.0,0.0,0.0044537690952146,1.0,BASE,0.0
2018-07-29,0.0,0.0,-0.0017069825800239,1.0,BASE,0.0
2018-07-30,0.0,0.0,-0.0045158933138472,1.0,BASE,0.0
2018-07-31,0.0,0.0,-0.0541955389825199,1.0,BASE,0.0
2018-08-01,0.0,0.0,-0.0163434412159986,1.0,BASE,0.0
2018-08-02,0.0,0.0,-0.010371381456964,1.0,BASE,0.0
2018-08-03,0.0,0.0,-0.0142086261628471,1.0,BASE,0.0
2018-08-04,0.0,0.0,-0.0551222707776749,1.0,BASE,0.0
2018-08-05,0.0,0.0,0.0020471223308948,1.0,BASE,0.0
2018-08-06,0.0,0.0,-0.0127231751988485,1.0,BASE,0.0
2018-08-07,0.0,0.0,-0.0309683596690324,1.0,BASE,0.0
2018-08-08,0.0,0.0,-0.0647404933884518,1.0,BASE,0.0
2018-08-09,0.0,0.0,0.0389482895783612,1.0,BASE,0.0
2018-08-10,0.0,0.0,-0.0590800010413811,1.0,BASE,0.0
2018-08-11,0.0,0.0,0.0143782318062632,1.0,BASE,0.0
2018-08-12,0.0,0.0,0.0121912280279508,1.0,BASE,0.0
2018-08-13,0.0,0.0,-0.0098251042668978,1.0,BASE,0.0
2018-08-14,0.0,0.0,-0.0093286479303914,1.0,BASE,0.0
2018-08-15,0.0,0.0,0.0127794081524479,1.0,BASE,0.0
2018-08-16,0.0,0.0,0.0071148654254877,1.0,BASE,0.0
2018-08-17,0.0,0.0,0.0432114706697825,1.0,BASE,0.0
2018-08-18,0.0,0.0,-0.0298474141505263,1.0,BASE,0.0
2018-08-19,0.0,0.0,0.0140216908058283,1.0,BASE,0.0
2018-08-20,0.0,0.0,-0.0343788450227169,1.0,BASE,0.0
2018-08-21,0.0,0.0,0.0359977233630277,1.0,BASE,0.0
2018-08-22,0.0,0.0,-0.0183811728395061,1.0,BASE,0.0
2018-08-23,0.0,0.0,0.0258014208703498,1.0,BASE,0.0
2018-08-24,0.0,0.0,0.0240045609125503,1.0,BASE,0.0
2018-08-25,0.0,0.0,0.0077825204590489,1.0,BASE,0.0
2018-08-26,0.0,0.0,-0.0049958120719254,1.0,BASE,0.0
2018-08-27,0.0,0.0,0.0311402985074626,1.0,BASE,0.0
2018-08-28,0.0,0.0,0.0242406609694525,1.0,BASE,0.0
2018-08-29,0.0,0.0,-0.0063438810306791,1.0,BASE,0.0
2018-08-30,0.0,0.0,-0.0065962948108578,1.0,BASE,0.0
2018-08-31,0.0,0.0,0.0037753191196934,1.0,BASE,0.0
2018-09-01,0.0,0.0,0.0269283048147181,1.0,BASE,0.0
2018-09-02,0.0,0.0,0.0141666469907679,1.0,BASE,0.0
2018-09-03,0.0,0.0,-0.0053396256647142,1.0,BASE,0.0
2018-09-04,0.0,0.0,0.0132231495989272,1.0,BASE,0.0
2018-09-05,0.0,0.0,-0.0895576337195239,1.0,BASE,0.0
2018-09-06,0.0,0.0,-0.0274611940298507,1.0,BASE,0.0
2018-09-07,0.0,0.0,-0.0184883080289932,1.0,BASE,0.0
2018-09-08,0.0,0.0,-0.03291199804864,1.0,BASE,0.0
2018-09-09,0.0,0.0,0.0106320886654109,1.0,BASE,0.0
2018-09-10,0.0,0.0,0.0097891313285798,1.0,BASE,0.0
2018-09-11,0.0,0.0,-0.0027075411913815,1.0,BASE,0.0
2018-09-12,0.0,0.0,0.0069437053111165,1.0,BASE,0.0
2018-09-13,0.0,0.0,0.0234688307549593,1.0,BASE,0.0
2018-09-14,0.0,0.0,-0.0016570634061824,1.0,BASE,0.0
2018-09-15,0.0,0.0,0.0059182012867802,1.0,BASE,0.0
2018-09-16,0.0,0.0,-0.0015287891253361,1.0,BASE,0.0
2018-09-17,0.0,0.0,-0.039401998462721,1.0,BASE,0.0
2018-09-18,0.0,0.0,0.0140445437363672,1.0,BASE,0.0
2018-09-19,0.0,0.0,0.0087493785952703,1.0,BASE,0.0
2018-09-20,0.0,0.0,0.0156620342340059,1.0,BASE,0.0
2018-09-21,0.0,0.0,0.0411306223043745,1.0,BASE,0.0
2018-09-22,0.0,0.0,-0.0053217774174363,1.0,BASE,0.0
2018-09-23,0.0,0.0,-0.0022385673169171,1.0,BASE,0.0
2018-09-24,0.0,0.0,-0.0188744782349432,1.0,BASE,0.0
2018-09-25,0.0,0.0,-0.0203376490376653,1.0,BASE,0.0
2018-09-26,0.0,0.0,0.0027266213160368,1.0,BASE,0.0
2018-09-27,0.0,0.0,0.0346490088351028,1.0,BASE,0.0
2018-09-28,0.0,0.0,-0.008155021654535,1.0,BASE,0.0
2018-09-29,0.0,0.0,-0.0057577118672168,1.0,BASE,0.0
2018-09-30,0.0,0.0,0.0045767527037556,1.0,BASE,0.0
2018-10-01,0.0,0.0,-0.0022575782041086,1.0,CASH,CASH
2018-10-02,0.0,0.0,-0.0129801969565657,1.0,CASH,CASH
2018-10-03,0.0,0.0,-0.0024196304202249,1.0,CASH,CASH
2018-10-04,0.0,0.0,0.0128709677419354,1.0,CASH,CASH
2018-10-05,0.0,0.0,0.0063483975073515,1.0,CASH,CASH
2018-10-06,0.0,0.0,-0.0062360130507183,1.0,CASH,CASH
2018-10-07,0.0,0.0,0.0031830665107737,1.0,CASH,CASH
2018-10-08,0.0,0.0,0.0087298156081545,1.0,CASH,CASH
2018-10-09,0.0,0.0,-0.0024576615350494,1.0,CASH,CASH
2018-10-10,0.0,0.0,-0.0038473036575673,1.0,CASH,CASH
2018-10-11,0.0,0.0,-0.0570532348062131,1.0,CASH,CASH
2018-10-12,0.0,0.0,0.0072496913323567,1.0,CASH,CASH
2018-10-13,0.0,0.0,0.0055446085350769,1.0,CASH,CASH
2018-10-14,0.0,0.0,0.0010121697223874,1.0,CASH,CASH
2018-10-15,0.0,0.0,0.0651739771017172,1.0,CASH,CASH
2018-10-16,0.0,0.0,0.0010025916327287,1.0,BASE,0.0
2018-10-17,0.0,0.0,-0.0027192285557464,1.0,BASE,0.0
2018-10-18,0.0,0.0,-0.0180881159609488,1.0,BASE,0.0
2018-10-19,0.0,0.0,-0.0136093887861536,1.0,BASE,0.0
2018-10-20,0.0,0.0,0.0091164181299088,1.0,CASH,CASH
2018-10-21,0.0,0.0,0.0002595470827515,1.0,CASH,CASH
2018-10-22,0.0,0.0,-0.0013520259904614,1.0,BASE,0.0
2018-10-23,0.0,0.0,-0.0042074393727586,1.0,BASE,0.0
2018-10-24,0.0,0.0,0.0018295539336934,1.0,CASH,CASH
2018-10-25,0.0,0.0,-0.0056979666438199,1.0,CASH,CASH
2018-10-26,0.0,0.0,0.0016145610737596,1.0,CASH,CASH
2018-10-27,0.0,0.0,-0.0050515169079761,1.0,CASH,CASH
2018-10-28,0.0,0.0,-0.0024086940482046,1.0,CASH,CASH
2018-10-29,0.0,0.0,-0.0224085621878818,1.0,CASH,CASH
2018-10-30,0.0,0.0,-0.0021483174403026,1.0,CASH,CASH
2018-10-31,0.0,0.0,0.0064856804830932,1.0,CASH,CASH
2018-11-01,0.0,0.0,0.0059746419059845,1.0,CASH,CASH
2018-11-02,0.0,0.0,0.0037410296411855,1.0,CASH,CASH
2018-11-03,0.0,0.0,-0.0072878684733242,1.0,CASH,CASH
2018-11-04,0.0,0.0,0.0154624406419825,1.0,CASH,CASH
2018-11-05,0.0,0.0,-0.0025995050764356,1.0,CASH,CASH
2018-11-06,0.0,0.0,0.0077477318715903,1.0,CASH,CASH
2018-11-07,0.0,0.0,0.0091040034605951,1.0,BASE,0.0
2018-11-08,0.0,0.0,-0.0149913505592493,1.0,BASE,0.0
2018-11-09,0.0,0.0,-0.0092363391688684,1.0,BASE,0.0
2018-11-10,0.0,0.0,0.0020342710814191,1.0,CASH,CASH
2018-11-11,0.0,0.0,0.0026052960881697,1.0,CASH,CASH
2018-11-12,0.0,0.0,0.000505441245556,1.0,CASH,CASH
2018-11-13,0.0,0.0,0.0007112893552991,1.0,CASH,CASH
2018-11-14,0.0,0.0,-0.0828860608951229,1.0,CASH,CASH
2018-11-15,0.0,0.0,-0.028537369077791,1.0,CASH,CASH
2018-11-16,0.0,0.0,-0.0169395487885424,1.0,CASH,CASH
2018-11-17,0.0,0.0,-0.0048886657213477,1.0,CASH,CASH
2018-11-18,0.0,0.0,0.0059893857637043,1.0,CASH,CASH
2018-11-19,0.0,0.0,-0.1328099611444719,1.0,CASH,CASH
2018-11-20,0.0,0.0,-0.0715209479371816,1.0,CASH,CASH
2018-11-21,0.0,0.0,0.0224200787038864,1.0,CASH,CASH
2018-11-22,0.0,0.0,-0.0624470346937505,1.0,CASH,CASH
2018-11-23,0.0,0.0,0.0115812356979403,1.0,CASH,CASH
2018-11-24,0.0,0.0,-0.1104304609544836,1.0,CASH,CASH
2018-11-25,0.0,0.0,0.0389936019367109,1.0,CASH,CASH
2018-11-26,0.0,0.0,-0.0547214974864042,1.0,CASH,CASH
2018-11-27,0.0,0.0,0.0033685464243178,1.0,CASH,CASH
2018-11-28,0.0,0.0,0.1005468090761534,1.0,CASH,CASH
2018-11-29,0.0,0.0,0.0072663751362884,1.0,CASH,CASH
2018-11-30,0.0,0.0,-0.05924801668591,1.0,CASH,CASH
2018-12-01,0.0,0.0,0.0367949085942218,1.0,CASH,CASH
2018-12-02,0.0,0.0,-0.0069235946367798,1.0,CASH,CASH
2018-12-03,0.0,0.0,-0.0665703759423793,1.0,CASH,CASH
2018-12-04,0.0,0.0,0.017412416548876,1.0,CASH,CASH
2018-12-05,0.0,0.0,-0.0460062151410552,1.0,CASH,CASH
2018-12-06,0.0,0.0,-0.0692575812236063,1.0,CASH,CASH
2018-12-07,0.0,0.0,-0.029982187388671,1.0,CASH,CASH
2018-12-08,0.0,0.0,0.0021683242496803,1.0,CASH,CASH
2018-12-09,0.0,0.0,0.0394144705402925,1.0,CASH,CASH
2018-12-10,0.0,0.0,-0.0317287053255371,1.0,CASH,CASH
2018-12-11,0.0,0.0,-0.0152903684369976,1.0,CASH,CASH
2018-12-12,0.0,0.0,0.0191131792485483,1.0,CASH,CASH
2018-12-13,0.0,0.0,-0.0414920174165457,1.0,CASH,CASH
2018-12-14,0.0,0.0,-0.0235883054820323,1.0,CASH,CASH
2018-12-15,0.0,0.0,-0.0038614589181092,1.0,CASH,CASH
2018-12-16,0.0,0.0,0.0052775459878195,1.0,CASH,CASH
2018-12-17,0.0,0.0,0.0868500032521131,1.0,CASH,CASH
2018-12-18,0.0,0.0,0.0410078995064233,1.0,CASH,CASH
2018-12-19,0.0,0.0,0.0025294417160783,1.0,CASH,CASH
2018-12-20,0.0,0.0,0.1057828311789024,1.0,CASH,CASH
2018-12-21,0.0,0.0,-0.052093776700036,1.0,CASH,CASH
2018-12-22,0.0,0.0,0.0287209599183049,1.0,CASH,CASH
2018-12-23,0.0,0.0,-0.0048621011874162,1.0,CASH,CASH
2018-12-24,0.0,0.0,0.0199251344246778,1.0,CASH,CASH
2018-12-25,0.0,0.0,-0.0654239884631027,1.0,CASH,CASH
2018-12-26,0.0,0.0,0.0085295758705106,1.0,CASH,CASH
2018-12-27,0.0,0.0,-0.0555437907320249,1.0,CASH,CASH
2018-12-28,0.0,0.0,0.0760529273440193,1.0,CASH,CASH
2018-12-29,0.0,0.0,-0.0374915999437391,1.0,CASH,CASH
2018-12-30,0.0,0.0,0.0288445926198541,1.0,CASH,CASH
2018-12-31,0.0,0.0,-0.0260421735390895,1.0,CASH,CASH
2019-01-01,0.0,0.0,0.0254503227200302,1.0,CASH,CASH
2019-01-02,0.0,0.0,0.0161753319603701,1.0,CASH,CASH
2019-01-03,0.0,0.0,-0.0237860756344334,1.0,CASH,CASH
2019-01-04,0.0,0.0,0.0066980285548929,1.0,CASH,CASH
2019-01-05,0.0,0.0,-0.0055511456984554,1.0,CASH,CASH
2019-01-06,0.0,0.0,0.0574495619152681,1.0,CASH,CASH
2019-01-07,0.0,0.0,-0.0030469455311465,1.0,CASH,CASH
2019-01-08,0.0,0.0,-0.0051113710397564,1.0,CASH,CASH
2019-01-09,0.0,0.0,0.0029126729083495,1.0,CASH,CASH
2019-01-10,0.0,0.0,-0.0959928403060517,1.0,CASH,CASH
2019-01-11,0.0,0.0,0.0043029883877876,1.0,CASH,CASH
2019-01-12,0.0,0.0,-0.0050481630295642,1.0,CASH,CASH
2019-01-13,0.0,0.0,-0.0296723814095497,1.0,CASH,CASH
2019-01-14,0.0,0.0,0.0429359096413091,1.0,CASH,CASH
2019-01-15,0.0,0.0,-0.020140150961504,1.0,CASH,CASH
2019-01-16,0.0,0.0,0.0109145356397022,1.0,CASH,CASH
2019-01-17,0.0,0.0,0.0067848233774332,1.0,CASH,CASH
2019-01-18,0.0,0.0,-0.0059012059587247,1.0,CASH,CASH
2019-01-19,0.0,0.0,0.0195918072141692,1.0,CASH,CASH
2019-01-20,0.0,0.0,-0.0343819059831391,1.0,CASH,CASH
2019-01-21,0.0,0.0,-0.0034978865758007,1.0,CASH,CASH
2019-01-22,0.0,0.0,0.0124840511497348,1.0,CASH,CASH
2019-01-23,0.0,0.0,-0.0050715079825143,1.0,CASH,CASH
2019-01-24,0.0,0.0,0.004728638095935,1.0,CASH,CASH
2019-01-25,0.0,0.0,-0.0012130142704265,1.0,CASH,CASH
2019-01-26,0.0,0.0,-1.1219283704844152e-05,1.0,CASH,CASH
2019-01-27,0.0,0.0,-0.0040417923006801,1.0,CASH,CASH
2019-01-28,0.0,0.0,-0.0328626465850334,1.0,CASH,CASH
2019-01-29,0.0,0.0,-0.0067294672626414,1.0,CASH,CASH
2019-01-30,0.0,0.0,0.0138198320746751,1.0,CASH,CASH
2019-01-31,0.0,0.0,-0.0069632002961095,1.0,CASH,CASH
2019-02-01,0.0,0.0,0.0081447832037506,1.0,CASH,CASH
2019-02-02,0.0,0.0,0.0123336616532883,1.0,CASH,CASH
2019-02-03,0.0,0.0,-0.0133132844665982,1.0,CASH,CASH
2019-02-04,0.0,0.0,0.0014776857879013,1.0,CASH,CASH
2019-02-05,0.0,0.0,0.0024168259596561,1.0,CASH,CASH
2019-02-06,0.0,0.0,-0.0190748331456191,1.0,CASH,CASH
2019-02-07,0.0,0.0,-0.0020467673116283,1.0,CASH,CASH
2019-02-08,0.0,0.0,0.0766949152542373,1.0,CASH,CASH
2019-02-09,0.0,0.0,0.0016780357689447,1.0,CASH,CASH
2019-02-10,0.0,0.0,0.0040598278938552,1.0,CASH,CASH
2019-02-11,0.0,0.0,-0.0133177176459078,1.0,CASH,CASH
2019-02-12,0.0,0.0,0.0001129149970393,1.0,CASH,CASH
2019-02-13,0.0,0.0,-0.0060746917217867,1.0,CASH,CASH
2019-02-14,0.0,0.0,-0.0052197041059456,1.0,CASH,CASH
2019-02-15,0.0,0.0,0.0033170313265897,1.0,CASH,CASH
2019-02-16,0.0,0.0,0.0044247419131873,1.0,CASH,CASH
2019-02-17,0.0,0.0,0.013588841507734,1.0,CASH,CASH
2019-02-18,0.0,0.0,0.0629897643677848,1.0,CASH,CASH
2019-02-19,0.0,0.0,0.0023572564510336,1.0,CASH,CASH
2019-02-20,0.0,0.0,0.0158529501329396,1.0,CASH,CASH
2019-02-21,0.0,0.0,-0.0081693007602512,1.0,CASH,CASH
2019-02-22,0.0,0.0,0.0062707787804363,1.0,CASH,CASH
2019-02-23,0.0,0.0,0.0393134780413932,1.0,CASH,CASH
2019-02-24,0.0,0.0,-0.0908746502953062,1.0,CASH,CASH
2019-02-25,0.0,0.0,0.0225346995907638,1.0,CASH,CASH
2019-02-26,0.0,0.0,-0.0048825471796694,1.0,CASH,CASH
2019-02-27,0.0,0.0,0.0023206789823666,1.0,CASH,CASH
2019-02-28,0.0,0.0,-0.0011471764530247,1.0,CASH,CASH
2019-03-01,0.0,0.0,0.0024412052369227,1.0,CASH,CASH
2019-03-02,0.0,0.0,-0.000803034266283,1.0,CASH,CASH
2019-03-03,0.0,0.0,-0.0031885401041379,1.0,CASH,CASH
2019-03-04,0.0,0.0,-0.0242794301096447,1.0,CASH,CASH
2019-03-05,0.0,0.0,0.0383360697655639,1.0,CASH,CASH
2019-03-06,0.0,0.0,0.0010653933790079,1.0,CASH,CASH
2019-03-07,0.0,0.0,0.0030555382926271,1.0,CASH,CASH
2019-03-08,0.0,0.0,-0.0022588573021756,1.0,CASH,CASH
2019-03-09,0.0,0.0,0.0202204978666922,1.0,CASH,CASH
2019-03-10,0.0,0.0,-0.006649691608505,1.0,CASH,CASH
2019-03-11,0.0,0.0,-0.0115425268457575,1.0,CASH,CASH
2019-03-12,0.0,0.0,0.0028721901224555,1.0,CASH,CASH
2019-03-13,0.0,0.0,-0.0043088239460379,1.0,CASH,CASH
2019-03-14,0.0,0.0,0.0028763579927573,1.0,CASH,CASH
2019-03-15,0.0,0.0,0.0120295477055134,1.0,CASH,CASH
2019-03-16,0.0,0.0,0.0209543906864844,1.0,CASH,CASH
2019-03-17,0.0,0.0,-0.0062007299087863,1.0,CASH,CASH
2019-03-18,0.0,0.0,0.0016753995086835,1.0,CASH,CASH
2019-03-19,0.0,0.0,0.0069511837324245,1.0,CASH,CASH
2019-03-20,0.0,0.0,0.0068509013754098,1.0,CASH,CASH
2019-03-21,0.0,0.0,-0.0154339309034785,1.0,CASH,CASH
2019-03-22,0.0,0.0,0.0015801479159129,1.0,CASH,CASH
2019-03-23,0.0,0.0,0.0047856370691234,1.0,CASH,CASH
2019-03-24,0.0,0.0,-0.003452312899868,1.0,CASH,CASH
2019-03-25,0.0,-0.0057344173441732,-0.0140424529956063,1.0,CASH,CASH
2019-03-26,0.0,0.0450756931450924,0.0031579321768646,1.0,CASH,CASH
2019-03-27,0.0,-0.0152994791666665,0.0226665484798216,1.0,CASH,CASH
2019-03-28,0.0157024793388427,0.0157024793388427,-0.0025358774656084,1.0157024793388427,BASE,0.0193055032630521
2019-03-29,-0.016273393002441,-0.016273393002441,0.0187297811962332,0.999173553719008,BASE,0.0699333014579819
2019-03-30,0.0004962779156325,0.0004962779156325,0.0009065984280753,0.9996694214876028,BASE,0.046093790810068
2019-03-31,0.0170255451144969,0.0170255451144969,-0.0007353352958507,1.0166893383227231,BASE,0.0331580782900893
2019-04-01,0.1021141719958855,0.1021141719958855,0.009895344728859,1.1205077282825928,BASE,0.0179437381619538
2019-04-02,0.1065337327429016,0.1065337327429016,0.1719675912521472,1.2398795991438063,BASE,0.1680264400802102
2019-04-03,-0.0014999999999998,-0.0014999999999998,0.0155045303039349,1.238019779745091,BASE,0.0
2019-04-04,0.0,0.0,-0.0068807525442972,1.238019779745091,BASE,0.0
2019-04-05,0.0,0.0,0.0216977704106837,1.238019779745091,BASE,0.0
2019-04-06,0.0,0.0,0.0077802975054697,1.238019779745091,BASE,0.0
2019-04-07,0.0,0.0,0.025056057923547,1.238019779745091,BASE,0.0
2019-04-08,-0.0245528200537152,-0.0245528200537152,0.0128871412904933,1.2076229028700696,BASE,0.0
2019-04-09,0.0144329896907215,0.0144329896907215,-0.0165937864003512,1.2250525117774729,BASE,0.0408915869705067
2019-04-10,-0.0736788617886179,-0.0736788617886179,0.0307281553398057,1.134792037078421,BASE,0.0650795585718266
2019-04-11,-0.0014999999999999,-0.0014999999999999,-0.0547977205293647,1.1330898490228034,BASE,0.0361514495079161
2019-04-12,0.0,0.0,0.0061067850288099,1.1330898490228034,BASE,0.0
2019-04-13,0.0,0.0,-0.0005526930414163,1.1330898490228034,BASE,0.0
2019-04-14,0.0,0.0,0.0170616940391101,1.1330898490228034,BASE,0.0
2019-04-15,0.0,0.0,-0.0207257420146942,1.1330898490228034,BASE,0.0
2019-04-16,0.0041245796061635,0.0041245796061635,0.0296062647389527,1.1377633683060338,BASE,0.0
2019-04-17,0.0106903563836533,0.0106903563836533,0.0056245796061633,1.149926464193491,BASE,0.0270200357309378
2019-04-18,4.564091251402225e-05,4.564091251402225e-05,0.0106903563836535,1.149978947886641,BASE,0.1124572976535369
2019-04-19,0.0062848471479532,0.0062848471479532,4.564091251402225e-05,1.1572063897974727,BASE,0.1109700383389753
2019-04-20,-0.0067255887961025,-0.0067255887961025,0.0062848471479532,1.1494234954674725,BASE,0.0171538093647036
2019-04-21,0.0192156221105221,0.0192156221105221,-0.0067255887961024,1.171510383001331,BASE,0.0
2019-04-22,0.0254184135564872,0.0254184135564872,0.0192156221105221,1.2012883184021774,BASE,0.0449044324597369
2019-04-23,-0.014255521716415,-0.014255521716415,0.0254184135564872,1.1841633266915197,BASE,0.0
2019-04-24,-0.0360295475530931,-0.0360295475530931,-0.014255521716415,1.1414984578018583,BASE,0.0330748244752194
2019-04-25,0.0180463227264888,0.0180463227264888,-0.0360295475530932,1.16209830736314,BASE,0.0278575045423405
2019-04-26,-0.0034643683784646,-0.0034643683784646,0.018046322726489,1.1580723707344438,BASE,0.0227273132942236
2019-04-27,0.002233892089605,0.002233892089605,-0.0034643683784649,1.1606593794426177,BASE,0.0121923695231207
2019-04-28,-0.013072018569878,-0.013072018569878,0.002233892089605,1.1454872184812406,BASE,0.024076266431106
2019-04-29,0.0157823196783586,0.0157823196783586,-0.0130720185698782,1.1635656639507854,BASE,0.0
2019-04-30,0.0117256583114226,0.0117256583114226,0.015782319678359,1.177209237349176,BASE,0.0792523053400582
2019-05-01,0.020372640808441,0.020372640808441,0.0117256583114224,1.2011920982980695,BASE,0.0
2019-05-02,0.0509424035158305,0.0509424035158305,0.020372640808441,1.2623837108695972,BASE,0.0590558470428121
2019-05-03,0.0509424035158305,0.0098325044303435,0.0509424035158305,1.3266925712605278,BTC,BTC
2019-05-04,0.0098325044303435,-0.0092341473037763,0.0098325044303435,1.3397372818451507,BTC,BTC
