ts,phase59_phase42_core,phase59_phase49_strict,phase59_restore_trx_only,phase59_restore_trx_sol
2020-07-21,3.2317415644535137,3.1803881340146796,3.1803881340146796,3.1803881340146796
2020-07-22,3.3733921767424446,3.3197878717458154,3.3197878717458154,3.3197878717458154
2020-07-23,3.4205682024615083,3.366214254986721,3.366214254986721,3.366214254986721
2020-07-24,3.7405074314289815,3.681069544965956,3.681069544965956,3.681069544965956
2020-07-25,3.8108425970464954,3.750287061797852,3.750287061797852,3.750287061797852
2020-07-26,3.944773496035943,3.8820897549986575,3.8820897549986575,3.8820897549986575
2020-07-27,3.8815453680592227,3.8198663426550015,3.8198663426550015,3.8198663426550015
2020-07-28,3.893063670442579,3.831201615446288,3.831201615446288,3.831201615446288
2020-07-29,4.103333956504695,4.038130637891469,4.038130637891469,4.038130637891469
2020-07-30,4.2437592174762475,4.1763244955384256,4.1763244955384256,4.1763244955384256
2020-07-31,4.742109598254,4.666755925774177,4.666755925774177,4.666755925774177
2020-08-01,4.563453376180245,4.490938609500824,4.490938609500824,4.490938609500824
2020-08-02,4.610956121520117,4.537686520680906,4.537686520680906,4.537686520680906
2020-08-03,4.6455112754372285,4.5264270436723155,4.5264270436723155,4.5264270436723155
2020-08-04,4.852123922259222,4.750055463827853,4.750055463827853,4.750055463827853
2020-08-05,4.742854812068095,4.757153302243829,4.757153302243829,4.757153302243829
2020-08-06,4.656039972374171,4.689115162259806,4.689115162259806,4.689115162259806
2020-08-07,4.77927784879847,4.756728645244583,4.756728645244583,4.756728645244583
2020-08-08,4.7325415338723165,4.724483023768472,4.724483023768472,4.724483023768472
2020-08-09,4.7637021813083935,4.809915923312103,4.809915923312103,4.809915923312103
2020-08-10,4.4803030530016015,4.607358579023936,4.607358579023936,4.607358579023936
2020-08-11,4.534605014405263,4.677022548662218,4.677022548662218,4.677022548662218
2020-08-12,4.619173533589407,4.764247096307432,4.764247096307432,4.764247096307432
2020-08-13,4.611542878499114,4.756376786588065,4.756376786588065,4.756376786588065
2020-08-14,4.647563021181247,4.793528207493566,4.793528207493566,4.793528207493566
2020-08-15,4.670541252850885,4.817228112403889,4.817228112403889,4.817228112403889
2020-08-16,4.649998930498308,4.966921726814438,4.966921726814438,4.966921726814438
2020-08-17,4.5459799895732225,4.8309829548271,4.8309829548271,4.8309829548271
2020-08-18,4.428345175102387,4.753970396925668,4.753970396925668,4.753970396925668
2020-08-19,4.5693921674869165,4.793993308016549,4.793993308016549,4.793993308016549
2020-08-20,4.373466080128022,4.663680230181131,4.663680230181131,4.663680230181131
2020-08-21,4.41026491117638,4.716911996124763,4.716911996124763,4.716911996124763
2020-08-22,4.346486347877855,4.648698889570541,4.648698889570541,4.648698889570541
2020-08-23,4.3707878945434775,4.674690130300995,4.674690130300995,4.674690130300995
2020-08-24,4.092327708082299,4.376868520847715,4.376868520847715,4.376868520847715
2020-08-25,4.131757923094617,4.419040330919725,4.419040330919725,4.419040330919725
2020-08-26,4.0921610082982465,4.376690230376057,4.376690230376057,4.376690230376057
2020-08-27,4.074289666695071,4.511895209444736,4.511895209444736,4.511895209444736
2020-08-28,4.098570519241139,4.552319671091959,4.552319671091959,4.552319671091959
2020-08-29,4.40998579837776,4.89821146298303,4.89821146298303,4.89821146298303
2020-08-30,4.459849255089963,4.953595259307615,4.953595259307615,4.953595259307615
2020-08-31,4.887646870305374,5.428753973754214,5.428753973754214,5.428753973754214
2020-09-01,4.518554479384123,5.018799687557798,5.018799687557798,5.018799687557798
2020-09-02,3.9212211113472226,4.3553360656076086,4.3553360656076086,4.3553360656076086
2020-09-03,4.02754823206042,4.473434568712754,4.473434568712754,4.473434568712754
2020-09-04,3.9197639665340533,4.353717601568627,4.353717601568627,4.353717601568627
2020-09-05,3.954274517425687,4.3920487853183445,4.3920487853183445,4.3920487853183445
2020-09-06,3.9994763606447137,4.442254885003483,4.442254885003483,4.442254885003483
2020-09-07,3.9043265577785946,4.336571130812972,4.336571130812972,4.336571130812972
2020-09-08,3.940009179664649,4.376204144510171,4.376204144510171,4.376204144510171
2020-09-09,3.9853768092414392,4.426594384615513,4.426594384615513,4.426594384615513
2020-09-10,4.005047553364902,4.448442859589377,4.448442859589377,4.448442859589377
2020-09-11,4.025493252323491,4.471152083969306,4.471152083969306,4.471152083969306
2020-09-12,3.9838191885778014,4.424864321132675,4.424864321132675,4.424864321132675
2020-09-13,4.114497393462288,4.570009795606242,4.570009795606242,4.570009795606242
2020-09-14,4.158272702905211,4.618631431210563,4.618631431210563,4.618631431210563
2020-09-15,4.223314932102157,4.690874428625123,4.690874428625123,4.690874428625123
2020-09-16,4.217909525739731,4.684870594459432,4.684870594459432,4.684870594459432
2020-09-17,4.215364897922897,4.682044253126082,4.682044253126082,4.682044253126082
2020-09-18,4.272140942211825,4.745105923542608,4.745105923542608,4.745105923542608
2020-09-19,4.21031034175946,4.676430111477565,4.676430111477565,4.676430111477565
2020-09-20,4.016355725163042,4.461002949181368,4.461002949181368,4.461002949181368
2020-09-21,4.0596876524863665,4.50913211622003,4.50913211622003,4.50913211622003
2020-09-22,3.9485915153014233,4.385736623007195,4.385736623007195,4.385736623007195
2020-09-23,4.139384624610259,4.597652270313472,4.597652270313472,4.597652270313472
2020-09-24,4.120242083533624,4.576390475283046,4.576390475283046,4.576390475283046
2020-09-25,4.136408181163902,4.5943463074205235,4.5943463074205235,4.5943463074205235
2020-09-26,4.154008523563668,4.613895168309525,4.613895168309525,4.613895168309525
2020-09-27,4.123885527907727,4.580437282192159,4.580437282192159,4.580437282192159
2020-09-28,4.179543478155925,4.642257075356153,4.642257075356153,4.642257075356153
2020-09-29,4.154910709789637,4.614897234782258,4.614897234782258,4.614897234782258
2020-09-30,4.094202058874693,4.547467582305099,4.547467582305099,4.547467582305099
2020-10-01,4.075414223493738,4.526599762127201,4.526599762127201,4.526599762127201
2020-10-02,4.064487745868122,4.514463623735212,4.514463623735212,4.514463623735212
2020-10-03,4.112515668162511,4.56780867523451,4.56780867523451,4.56780867523451
2020-10-04,4.16093299562281,4.6215862426045184,4.6215862426045184,4.6215862426045184
2020-10-05,4.154691596129376,4.614653863240612,4.614653863240612,4.614653863240612
2020-10-06,4.154691596129376,4.614653863240612,4.614653863240612,4.614653863240612
2020-10-07,4.154691596129376,4.614653863240612,4.614653863240612,4.614653863240612
2020-10-08,4.154691596129376,4.614653863240612,4.614653863240612,4.614653863240612
2020-10-09,4.154691596129376,4.614653863240612,4.614653863240612,4.614653863240612
2020-10-10,4.154691596129376,4.614653863240612,4.614653863240612,4.614653863240612
2020-10-11,4.457682760424168,4.951188913915212,4.951188913915212,4.951188913915212
2020-10-12,4.468634154435318,4.96335272716395,4.96335272716395,4.96335272716395
2020-10-13,4.484981255190341,4.981509601123555,4.981509601123555,4.981509601123555
2020-10-14,4.555896258109818,5.060275541894937,5.060275541894937,5.060275541894937
2020-10-15,4.370609724640964,4.854476098616144,4.854476098616144,4.854476098616144
2020-10-16,4.398213636769997,4.877367178112628,4.877367178112628,4.877367178112628
2020-10-17,4.458991691979286,5.007008318082554,5.007008318082554,5.007008318082554
2020-10-18,4.350117673961401,5.0227665363220035,5.0227665363220035,5.0227665363220035
2020-10-19,4.191882392631643,4.880015618152873,4.880015618152873,4.880015618152873
2020-10-20,4.427962311238312,5.1694901145514995,5.1694901145514995,5.1694901145514995
2020-10-21,4.549708422306804,5.482006039300245,5.482006039300245,5.482006039300245
2020-10-22,4.482537194482672,5.417516524320313,5.417516524320313,5.417516524320313
2020-10-23,4.515736304011362,5.4576403909300035,5.4576403909300035,5.4576403909300035
2020-10-24,4.446927588552559,5.374479373666355,5.374479373666355,5.374479373666355
2020-10-25,4.300763852211724,5.197828422982106,5.197828422982106,5.197828422982106
2020-10-26,4.348244885233196,5.342565671181419,5.342565671181419,5.342565671181419
2020-10-27,4.217289438756459,5.181664413026238,5.181664413026238,5.181664413026238
2020-10-28,4.277466494382446,5.255602261529665,5.255602261529665,5.255602261529665
2020-10-29,4.3106544743473325,5.296379395094155,5.296379395094155,5.296379395094155
2020-10-30,4.3840558591547305,5.386565603332091,5.386565603332091,5.386565603332091
2020-10-31,4.374678029566951,5.375043329001129,5.375043329001129,5.375043329001129
2020-11-01,4.307243487517608,5.2921884119222495,5.2921884119222495,5.2921884119222495
2020-11-02,4.457975408783419,5.47738846605001,5.47738846605001,5.47738846605001
2020-11-03,4.496275100604966,5.524446215588799,5.524446215588799,5.524446215588799
2020-11-04,4.9559508755956365,6.089236856446912,6.089236856446912,6.089236856446912
2020-11-05,4.952740161058803,6.085291942184447,6.085291942184447,6.085291942184447
2020-11-06,4.7106268535793285,5.787814159948946,5.787814159948946,5.787814159948946
2020-11-07,4.919418666231988,6.04435076268033,6.04435076268033,6.04435076268033
2020-11-08,4.872787011241095,5.987055765337659,5.987055765337659,5.987055765337659
2020-11-09,4.862868764355037,5.974869495536777,5.974869495536777,5.974869495536777
2020-11-10,4.985902709621418,6.126037828903293,6.126037828903293,6.126037828903293
2020-11-11,5.179060567727401,6.363365433275467,6.363365433275467,6.363365433275467
2020-11-12,5.188228588246436,6.374629921129872,6.374629921129872,6.374629921129872
2020-11-13,5.108675983014511,6.276885882101965,6.276885882101965,6.276885882101965
2020-11-14,5.072611075667611,6.232573949124078,6.232573949124078,6.232573949124078
2020-11-15,5.3131190258786685,6.528079274228347,6.528079274228347,6.528079274228347
2020-11-16,5.613784958164009,6.897499012701809,6.897499012701809,6.897499012701809
2020-11-17,5.650895731929342,6.943095972206774,6.943095972206774,6.943095972206774
2020-11-18,5.659383462437604,6.953524606940221,6.953524606940221,6.953524606940221
2020-11-19,5.930498105282945,7.2866355107761835,7.2866355107761835,7.2866355107761835
2020-11-20,8.30209101324108,10.200544729436698,10.200544729436698,10.200544729436698
2020-11-21,8.392618901478974,10.311773788689274,10.311773788689274,10.311773788689274
2020-11-22,9.120190009574621,11.205719858437083,11.205719858437083,11.205719858437083
2020-11-23,9.066090489487593,11.139249306186011,11.139249306186011,11.139249306186011
2020-11-24,8.5345364791034,10.486143907752341,10.486143907752341,10.486143907752341
2020-11-25,7.790181032365796,9.571575395200878,9.571575395200878,9.571575395200878
2020-11-26,7.778495760817248,9.557218032108077,9.557218032108077,9.557218032108077
2020-11-27,8.030201463157885,9.866481718965394,9.866481718965394,9.866481718965394
2020-11-28,8.240991504189457,10.125473488464548,10.125473488464548,10.125473488464548
2020-11-29,8.925685267774135,10.966737376113167,10.966737376113167,10.966737376113167
2020-11-30,8.503819685160947,10.448403050653184,10.448403050653184,10.448403050653184
2020-12-01,8.70282263205477,10.69291235052024,10.69291235052024,10.69291235052024
2020-12-02,8.801528782540831,10.81418980959624,10.81418980959624,10.81418980959624
2020-12-03,8.45195828365677,10.38468241148759,10.38468241148759,10.38468241148759
2020-12-04,8.677249939928934,10.661491906024306,10.661491906024306,10.661491906024306
2020-12-05,8.773205315274044,10.779389565382242,10.779389565382242,10.779389565382242
2020-12-06,8.685969036092342,10.672204813203143,10.672204813203143,10.672204813203143
2020-12-07,8.304037276447941,10.202936048065354,10.202936048065354,10.202936048065354
2020-12-08,8.40245339462919,10.3238571526406,10.3238571526406,10.3238571526406
2020-12-09,8.2725506443568,10.16424931257754,10.16424931257754,10.16424931257754
2020-12-10,8.17371307298262,10.042810380368387,10.042810380368387,10.042810380368387
2020-12-11,8.52363704873817,10.472752085524824,10.472752085524824,10.472752085524824
2020-12-12,8.689635225695355,10.676709356814202,10.676709356814202,10.676709356814202
2020-12-13,8.734114398691116,10.731359660327856,10.731359660327856,10.731359660327856
2020-12-14,8.72101322709308,10.715262620837365,10.715262620837365,10.715262620837365
2020-12-15,9.564970244014528,11.75220876935572,11.75220876935572,11.75220876935572
2020-12-16,10.220241036920507,12.557321484004394,12.557321484004394,12.557321484004394
2020-12-17,10.359320877430633,12.728204955629046,12.728204955629046,12.728204955629046
2020-12-18,10.679514294215416,13.121617562739127,13.121617562739127,13.121617562739127
2020-12-19,10.51539174380974,12.919964820815169,12.919964820815169,12.919964820815169
2020-12-20,10.185519270336005,12.514659830143291,12.514659830143291,12.514659830143291
2020-12-21,10.674663558070232,13.115657600250072,13.115657600250072,13.115657600250072
2020-12-22,10.415525756406728,12.797262302879739,12.797262302879739,12.797262302879739
2020-12-23,10.638085779688963,13.07071551711867,13.07071551711867,13.07071551711867
2020-12-24,11.078897547662377,13.612328485382127,13.612328485382127,13.612328485382127
2020-12-25,11.877305404933741,14.593309668007205,14.593309668007205,14.593309668007205
2020-12-26,11.782384299201837,14.476682786509324,14.476682786509324,14.476682786509324
2020-12-27,12.140025219702606,14.916106083703557,14.916106083703557,14.916106083703557
2020-12-28,12.277024892401862,15.084433711894828,15.084433711894828,15.084433711894828
2020-12-29,12.945251902922974,15.90546536516953,15.90546536516953,15.90546536516953
2020-12-30,12.966811228359367,15.93195469937457,15.93195469937457,15.93195469937457
2020-12-31,13.149749434588816,16.156725706147466,16.156725706147466,16.156725706147466
2021-01-01,14.425932386559126,17.724735652527908,17.724735652527908,17.724735652527908
2021-01-02,14.794319346375978,18.177362304700203,18.177362304700203,18.177362304700203
2021-01-03,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-04,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-05,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-06,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-07,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-08,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-09,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-10,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-11,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-12,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-13,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-14,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-15,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-16,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-17,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-18,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-19,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-20,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-21,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-22,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-23,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-24,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-25,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-26,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-27,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-28,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-29,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-30,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-01-31,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-01,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-02,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-03,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-04,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-05,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-06,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-07,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-08,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-09,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-10,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-11,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-12,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-13,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-14,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-15,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-16,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-17,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-18,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-19,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-20,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-21,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-22,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-23,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-24,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-25,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-26,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-27,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-02-28,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-01,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-02,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-03,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-04,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-05,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-06,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-07,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-08,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-09,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-10,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-11,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-12,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-13,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-14,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-15,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-16,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-17,14.772127867356415,18.150096261243153,18.150096261243153,18.150096261243153
2021-03-18,16.227459664915667,19.938221334010716,19.938221334010716,19.938221334010716
2021-03-19,16.203118475418293,19.9083140020097,19.9083140020097,19.9083140020097
2021-03-20,16.203118475418293,19.9083140020097,19.9083140020097,19.9083140020097
2021-03-21,16.203118475418293,19.9083140020097,19.9083140020097,19.9083140020097
2021-03-22,16.203118475418293,19.9083140020097,19.9083140020097,19.9083140020097
2021-03-23,15.571358875953589,19.13208882665175,19.13208882665175,19.13208882665175
2021-03-24,15.54800183763966,19.10339069341177,19.10339069341177,19.10339069341177
2021-03-25,16.655853804470194,20.46457711298073,20.46457711298073,20.46457711298073
2021-03-26,16.89545034635059,20.758962616412497,20.758962616412497,20.758962616412497
2021-03-27,16.883490951025347,20.744268445178097,20.744268445178097,20.744268445178097
2021-03-28,17.44584587410926,21.43521805505198,21.43521805505198,21.43521805505198
2021-03-29,17.782167922853247,21.848447456685523,21.848447456685523,21.848447456685523
2021-03-30,17.78034571177104,21.84620855739848,21.84620855739848,21.84620855739848
2021-03-31,17.774258558139287,21.838729443667177,21.838729443667177,21.838729443667177
2021-04-01,17.84374776048845,21.92410886382109,21.92410886382109,21.92410886382109
2021-04-02,17.269215503212322,21.218197307382795,21.218197307382795,21.218197307382795
2021-04-03,17.617333493131323,21.645920048753233,21.645920048753233,21.645920048753233
2021-04-04,17.898226423374727,21.991045258120433,21.991045258120433,21.991045258120433
2021-04-05,17.885553502698166,21.975474398440902,21.975474398440902,21.975474398440902
2021-04-06,16.626068305681144,20.427980511931466,20.427980511931466,20.427980511931466
2021-04-07,17.616704134637857,21.645146773748994,21.645146773748994,21.645146773748994
2021-04-08,17.501628137411412,21.50375614636118,21.50375614636118,21.50375614636118
2021-04-09,18.065746087023314,22.196871937132048,22.196871937132048,22.196871937132048
2021-04-10,18.217063825833954,22.3827917687303,22.3827917687303,22.3827917687303
2021-04-11,18.101310412876963,22.24056881976846,22.24056881976846,22.24056881976846
2021-04-12,19.46884341891602,23.92081799733518,23.92081799733518,23.92081799733518
2021-04-13,20.59851882656723,25.308818262221724,25.308818262221724,25.308818262221724
2021-04-14,21.288128040262713,26.156121624581065,26.156121624581065,26.156121624581065
2021-04-15,20.51443459901325,25.205506346845638,25.205506346845638,25.205506346845638
2021-04-16,19.624733713907837,24.112355999558112,24.112355999558112,24.112355999558112
2021-04-17,18.930721297963807,23.259642546967594,23.259642546967594,23.259642546967594
2021-04-18,18.699668756960836,22.975754816082468,22.975754816082468,22.975754816082468
2021-04-19,18.96583240873183,23.302782577029685,23.302782577029685,23.302782577029685
2021-04-20,18.079347385784253,22.213583468741145,22.213583468741145,22.213583468741145
2021-04-21,17.374604951820306,21.347686346086633,21.347686346086633,21.347686346086633
2021-04-22,17.184418912059407,21.114010130973917,21.114010130973917,21.114010130973917
2021-04-23,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-04-24,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-04-25,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-04-26,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-04-27,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-04-28,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-04-29,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-04-30,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-05-01,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-05-02,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-05-03,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-05-04,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-05-05,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-05-06,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-05-07,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-05-08,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-05-09,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-05-10,17.158642283691318,21.082339115777458,21.082339115777458,21.082339115777458
2021-05-11,15.001715105188426,18.43218361551066,18.43218361551066,18.43218361551066
2021-05-12,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-13,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-14,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-15,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-16,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-17,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-18,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-19,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-20,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-21,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-22,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-23,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-24,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-25,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-26,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-27,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-28,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-29,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-30,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-05-31,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-01,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-02,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-03,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-04,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-05,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-06,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-07,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-08,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-09,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-10,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-11,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-12,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-13,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-14,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-15,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-16,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-17,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-18,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-19,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-20,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-21,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-22,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-23,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-24,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-25,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-26,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-27,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-28,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-29,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-06-30,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-07-01,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-07-02,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-07-03,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-07-04,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-07-05,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-07-06,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-07-07,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-07-08,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-07-09,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
2021-07-10,14.979212532530644,18.404535340087396,18.404535340087396,18.404535340087396
