decision_date,period_start,period_end,selected_asset,selected,selected_score,selected_train_total_delta_pct,selected_recent_total_delta_pct,selected_train_dd_worsen_pct,selected_train_triggers
2025-10-04,2025-10-05,2025-10-10,DOGE,True,407.4434578113223,270.72897187421484,0.0,-4.618527782440651e-14,9.0
2025-10-11,2025-10-12,2025-10-17,DOGE,True,386.3150115315182,256.64334102101213,0.0,-4.618527782440651e-14,9.0
2025-10-18,2025-10-19,2025-10-24,DOGE,True,201.15292061001958,133.5019470733464,0.0,1.4210854715202004e-14,6.0
2025-10-25,2025-10-26,2025-10-31,DOGE,True,149.5055412356749,99.07036082378329,0.0,2.4868995751603507e-14,6.0
2025-11-01,2025-11-02,2025-11-07,SOL,True,54.57586898147896,36.083912654319306,0.0,0.0,3.0
2025-11-08,2025-11-09,2025-11-14,,False,,,,,
2025-11-15,2025-11-16,2025-11-21,,False,,,,,
2025-11-22,2025-11-23,2025-11-28,,False,,,,,
2025-11-29,2025-11-30,2025-12-05,,False,,,,,
2025-12-06,2025-12-07,2025-12-12,,False,,,,,
2025-12-13,2025-12-14,2025-12-19,,False,,,,,
2025-12-20,2025-12-21,2025-12-26,,False,,,,,
2025-12-27,2025-12-28,2026-01-02,,False,,,,,
2026-01-03,2026-01-04,2026-01-09,,False,,,,,
2026-01-10,2026-01-11,2026-01-16,,False,,,,,
2026-01-17,2026-01-18,2026-01-23,,False,,,,,
2026-01-24,2026-01-25,2026-01-30,,False,,,,,
2026-01-31,2026-02-01,2026-02-06,,False,,,,,
2026-02-07,2026-02-08,2026-02-13,,False,,,,,
2026-02-14,2026-02-15,2026-02-20,,False,,,,,
2026-02-21,2026-02-22,2026-02-27,,False,,,,,
2026-02-28,2026-03-01,2026-03-06,,False,,,,,
2026-03-07,2026-03-08,2026-03-13,,False,,,,,
2026-03-14,2026-03-15,2026-03-16,,False,,,,,
